ID,Name,Concepticon_ID,Concepticon_Gloss,Russian_Gloss,Number
501_egg,EGG,744,EGG,ЯЙЦО,501
502_eggyolk,EGG YOLK,1556,EGG YOLK,ЖЕЛТОК,502
503_putondress,PUT ON (DRESS),158,PUT ON (DRESS),НАДЕВАТЬ ПЛАТЬЕ,503
504_putontrousers,PUT ON (TROUSERS),158,PUT ON (TROUSERS),НАДЕВАТЬ ШТАНЫ,504
505_putonhat,PUT ON (HAT),158,PUT ON (HAT),НАДЕВАТЬ ШАПКУ,505
506_removedress,REMOVE (DRESS),2326,REMOVE (DRESS),СНИМАТЬ ПЛАТЬЕ,506
507_removetrousers,REMOVE (TROUSERS),2326,REMOVE (TROUSERS),СНИМАТЬ ШТАНЫ,507
508_removehat,REMOVE (HAT),2326,REMOVE (HAT),СНИМАТЬ ШАПКУ,508
509_clothes,CLOTHES,1895,CLOTHES,ОДЕЖДА,509
510_fabric,FABRIC,1616,FABRIC,"ТКАНЬ, СУКНО",510
511_spin,SPIN,121,SPIN,ПРЯСТЬ,511
512_spindle,SPINDLE,277,SPINDLE,ВЕРЕТЕНО,512
513_loom,LOOM,1787,LOOM,ТКАЦКИЙ СТАНОК,513
514_sew,SEW,1457,SEW,ШИТЬ,514
515_cutoutcloth,CUT OUT (CLOTH),,CUT OUT (CLOTH),КРОИТЬ,515
516_needle,NEEDLE,1382,NEEDLE,ИГЛА,516
517_knittingneedle,KNITTING NEEDLE,,KNITTING NEEDLE,СПИЦА,517
518_awl,AWL,278,AWL,ШИЛО,518
519_thread,THREAD,1161,THREAD,НИТКА,519
520_skein,SKEIN,,SKEIN,МОТОК НИТОК,520
521_thimble,THIMBLE,,THIMBLE,НАПЕРСТОК,521
522_woolcomb,WOOL COMB,,WOOL COMB,ГРЕБЕНЬ ДЛЯ ШЕРСТИ,522
523_furcoat,FUR COAT,,FUR COAT,"ТУЛУП, ШУБА",523
524_shepherdscoat,SHEPHERD’S COAT,,SHEPHERD’S COAT,БУРКА,524
525_womansdress,WOMAN'S DRESS,474,WOMAN'S DRESS,ПЛАТЬЕ ЖЕНСКОЕ,525
526_shirt,SHIRT,1622,SHIRT,РУБАШКА,526
527_sleeve,SLEEVE,2953,SLEEVE,РУКАВ,527
528_trousers,TROUSERS,809,TROUSERS,ШТАНЫ,528
529_sock,SOCK,329,SOCK,НОСОК,529
530_shoe,SHOE,,SHOE,"ОБУВЬ, БОТИНОК",530
531_boot,BOOT,585,BOOT,САПОГ,531
532_boottop,BOOT-TOP,,BOOT-TOP,ГОЛЕНИЩЕ,532
533_headdress,HEADDRESS,771,HEADDRESS,ШАПКА,533
534_belt,BELT,772,BELT,РЕМЕНЬ,534
535_strap,STRAP,2973,STRAP,РЕМЕШОК,535
536_mitten,MITTEN,867,MITTEN,РУКАВИЦА,536
537_headscarf,HEADSCARF,3066,HEADSCARF,ПЛАТОК ЖЕНСКИЙ,537
538_chukhta,CHUKHTA,,CHUKHTA,ЧУХТА,538
539_pocket,POCKET,1851,POCKET,КАРМАН,539
540_button,BUTTON,757,BUTTON,ПУГОВИЦА,540
541_fastener,FASTENER,,FASTENER,ЗАСТЕЖКА,541
542_ring,RING,1374,RING,КОЛЬЦО,542
543_bracelet,BRACELET,1754,BRACELET,БРАСЛЕТ,543
544_necklace,NECKLACE,1961,NECKLACE,ОЖЕРЕЛЬЕ,544
545_bead,BEAD,1860,BEAD,БУСИНА,545
546_earring,EARRING,770,EARRING,СЕРЕЖКА,546
547_tattoo,TATTOO,68,TATTOO,ТАТУИРОВКА,547
548_combn,COMB (N.),1475,COMB (N.),"РАСЧЕСКА, ГРЕБЕНЬ",548
549_combvtr,COMB (V. TR.),2070,COMB (V. TR.),ПРИЧЕСЫВАТЬ,549
550_braid,BRAID,1043,BRAID,КОСА ЖЕНСКАЯ,550
551_fringe,FRINGE,,FRINGE,ЧЁЛКА,551
552_braidspairof,BRAIDS (PAIR OF),,BRAIDS (PAIR OF),КОСЫ (ПАРА),552
553_razor,RAZOR,151,RAZOR,БРИТВА,553
554_shave,SHAVE,231,SHAVE,БРИТЬ,554
555_cuthair,CUT (HAIR),,CUT (HAIR),СТРИЧЬ,555
556_soap,SOAP,788,SOAP,МЫЛО,556
557_mirror,MIRROR,1171,MIRROR,ЗЕРКАЛО,557
558_house,HOUSE,1252,HOUSE,ДОМ,558
559_ruins,RUINS,,RUINS,РАЗВАЛИНА,559
560_yard,YARD,736,YARD,ДВОР,560
561_meetingarea,MEETING AREA,,MEETING AREA,ГОДЕКАН,561
562_room,ROOM,1450,ROOM,КОМНАТА,562
563_door,DOOR,1567,DOOR,ДВЕРЬ,563
564_gate,GATE,2940,GATE,ВОРОТА,564
565_doorpost,DOORPOST,80,DOORPOST,ДВЕРНОЙ КОСЯК,565
566_lockn,LOCK (N.),1596,LOCK (N.),ЗАМОК,566
567_doorbolt,DOOR-BOLT,1012,DOOR-BOLT,ЗАСОВ,567
568_key,KEY,1472,KEY,КЛЮЧ,568
569_window,WINDOW,1375,WINDOW,ОКНО,569
570_floor,FLOOR,1632,FLOOR,ПОЛ (ЗЕМЛЯНОЙ),570
571_ceiling,CEILING,,CEILING,ПОТОЛОК,571
572_wall,WALL,933,WALL,СТЕНА,572
573_foundation,FOUNDATION,,FOUNDATION,ФУНДАМЕНТ,573
574_fireplace,FIREPLACE,185,FIREPLACE,ОЧАГ,574
575_claystoveforbread,CLAY STOVE FOR BREAD,,CLAY STOVE FOR BREAD,ПЕЧЬ ГЛИНЯНАЯ ДЛЯ ХЛЕБА,575
576_chimney,CHIMNEY,1305,CHIMNEY,"ДЫМОХОД, ТРУБА",576
577_stairs,STAIRS,34,STAIRS,ЛЕСТНИЦА,577
578_bedclothes,BEDCLOTHES,,BEDCLOTHES,ПОСТЕЛЬ,578
579_pillow,PILLOW,1044,PILLOW,ПОДУШКА,579
580_blanket,BLANKET,806,BLANKET,ОДЕЯЛО,580
581_cradle,CRADLE,2946,CRADLE,КОЛЫБЕЛЬ,581
582_spinningtop,SPINNING TOP,,SPINNING TOP,ЮЛА,582
583_chair,CHAIR,1476,CHAIR,СТУЛ,583
584_stool,STOOL,2058,STOOL,ТАБУРЕТ,584
585_table,TABLE,1775,TABLE,СТОЛ,585
586_lamp,LAMP,2131,LAMP,ЛАМПА,586
587_candle,CANDLE,1273,CANDLE,СВЕЧА,587
588_gutter,GUTTER,,GUTTER,ЖЕЛОБ,588
589_gutterforgrainatmill,GUTTER FOR GRAIN AT MILL,,GUTTER FOR GRAIN AT MILL,ЖЕЛОБ ДЛЯ ЗЕРНА НА МЕЛЬНИЦЕ,589
590_gutterforwateratmill,GUTTER FOR WATER AT MILL,,GUTTER FOR WATER AT MILL,ЖЕЛОБ ДЛЯ ВОДЫ НА МЕЛЬНИЦЕ,590
591_roof,ROOF,769,ROOF,КРЫША,591
592_beam,BEAM,1132,BEAM,БАЛКА,592
593_wallpost,WALLPOST,281,WALLPOST,СТОЛБ ОПОРНЫЙ,593
594_board,BOARD,1227,BOARD,ДОСКА,594
595_roofroller,ROOF ROLLER,,ROOF ROLLER,КАТОК ДЛЯ КРЫШИ,595
597_slabforroof,SLAB FOR ROOF,,SLAB FOR ROOF,ПЛИТА ДЛЯ УКРЕПЛЕНИЯ КРАЕВ КРЫШИ,597
598_mortar,MORTAR,1731,MORTAR,ЗЕМЛЯНОЙ РАСТВОР,598
599_fieldforcultivation,FIELD (FOR CULTIVATION),212,FIELD (FOR CULTIVATION),ПОЛЕ (С/Х),599
600_vegetablegarden,VEGETABLE GARDEN,586,VEGETABLE GARDEN,ОГОРОД,600
601_fence,FENCE,1690,FENCE,ЗАБОР,601
602_plow,PLOW,1921,PLOW,ПАХАТЬ,602
603_furrow,FURROW,1794,FURROW,БОРОЗДА,603
604_dig,DIG,1418,DIG,КОПАТЬ,604
605_spade,SPADE,1176,SPADE,ЛОПАТА,605
606_hoe,HOE,284,HOE,МОТЫГА,606
607_pitchfork,PITCHFORK,337,PITCHFORK,ВИЛЫ,607
608_rake,RAKE,338,RAKE,ГРАБЛИ,608
609_pickaxe,PICK AXE,,PICK AXE,КИРКА,609
610_wedge,WEDGE,,WEDGE,КЛИН,610
611_stake,STAKE,,STAKE,КОЛ,611
612_sow,SOW,748,SOW,СЕЯТЬ,612
613_winnow,WINNOW,2462,WINNOW,ВЕЯТЬ,613
614_seedsmass,SEEDS (MASS),714,SEEDS (MASS),СЕМЕНА (СОБИР.),614
615_seedgranule,SEED GRANULE,714,SEED GRANULE,СЕМЯ,615
616_mowvgrass,"MOW (V, GRASS)",190,"MOW (V, GRASS)",КОСИТЬ (ТРАВУ),616
617_reapvcrops,"REAP (V, CROPS)",,"REAP (V, CROPS)",ЖАТЬ (УБИРАТЬ ЗЕРНОВЫЕ),617
618_sickle,SICKLE,341,SICKLE,СЕРП,618
619_scythe,SCYTHE,20,SCYTHE,КОСА,619
620_ardplough,ARD PLOUGH,2154,ARD PLOUGH,СОХА,620
621_ploughshare,PLOUGHSHARE,,PLOUGHSHARE,СОШНИК,621
622_plough,PLOUGH,2154,PLOUGH,ПЛУГ,622
623_thresh,THRESH,285,THRESH,МОЛОТИТЬ,623
624_threshingboard,THRESHING BOARD,,THRESHING BOARD,МОЛОТИЛЬНАЯ ДОСКА,624
625_earofcorn,EAR (OF CORN),,EAR (OF CORN),КОЛОС,625
626_awn,AWN,,AWN,ОСТЬ,626
627_straw,STRAW,2299,STRAW,СОЛОМА,627
628_chaff,CHAFF,2363,CHAFF,МЯКИНА,628
629_millet,MILLET,931,MILLET,ПРОСО,629
630_grainbarleyoatsetc,"GRAIN (BARLEY, OATS ETC)",605,"GRAIN (BARLEY, OATS ETC)",ЗЕРНО,630
631_wheat,WHEAT,1077,WHEAT,ПШЕНИЦА,631
632_barley,BARLEY,932,BARLEY,ЯЧМЕНЬ,632
633_rye,RYE,23,RYE,РОЖЬ,633
634_oat,OAT,60,OAT,ОВЕС,634
635_onion,ONION,2366,ONION,ЛУК,635
636_garlic,GARLIC,2368,GARLIC,ЧЕСНОК,636
637_pea,PEA,2025,PEA,ГОРОХ,637
638_grass,GRASS,606,GRASS,ТРАВА,638
639_hay,HAY,342,HAY,СЕНО,639
640_root,ROOT,670,ROOT,КОРЕНЬ,640
641_branch,BRANCH,1531,BRANCH,ВЕТКА,641
642_leaf,LEAF,628,LEAF,ЛИСТ,642
643_flower,FLOWER,239,FLOWER,ЦВЕТОК,643
644_tree,TREE,906,TREE,ДЕРЕВО,644
645_bush,BUSH,1683,BUSH,КУСТ,645
646_oak,OAK,644,OAK,ДУБ,646
647_birch,BIRCH,1855,BIRCH,БЕРЁЗА,647
648_limetree,LIME TREE,,LIME TREE,ЛИПА,648
649_willow,WILLOW,,WILLOW,ИВА,649
650_stoneoffruit,STONE (OF FRUIT),1762,STONE (OF FRUIT),КОСТОЧКА,650
651_treestump,TREE STUMP,241,TREE STUMP,ПЕНЬ,651
652_treetrunk,TREE TRUNK,344,TREE TRUNK,СТВОЛ ДЕРЕВА,652
653_tar,TAR,872,TAR,СМОЛА,653
654_barkn,BARK (N.),1204,BARK (N.),КОРА,654
655_woodchip,WOOD CHIP,,WOOD CHIP,ЩЕПКА,655
656_stick,STICK,1295,STICK,ПАЛКА,656
657_fruit,FRUIT,1507,FRUIT,ПЛОД,657
658_apple,APPLE,1320,APPLE,ЯБЛОКО,658
659_pear,PEAR,922,PEAR,ГРУША,659
660_apricot,APRICOT,,APRICOT,АБРИКОС,660
661_cherryplum,CHERRY PLUM,,CHERRY PLUM,АЛЫЧА,661
662_plum,PLUM,,PLUM,СЛИВА,662
663_barberry,BARBERRY,,BARBERRY,БАРБАРИС,663
664_dogwood,DOGWOOD,,DOGWOOD,КИЗИЛ,664
665_raspberry,RASPBERRY,,RASPBERRY,МАЛИНА,665
666_strawberrywild,STRAWBERRY (WILD),3138,STRAWBERRY (WILD),ЗЕМЛЯНИКА,666
667_rosehip,ROSE HIP,,ROSE HIP,ЯГОДА ШИПОВНИКА,667
668_wildgarlic,WILD GARLIC,,WILD GARLIC,ЧЕРЕМША,668
669_caraway,CARAWAY,,CARAWAY,ТМИН,669
670_mint,MINT,,MINT,МЯТА,670
671_burdock,BURDOCK,,BURDOCK,ЛОПУХ,671
672_reed,REED,659,REED,КАМЫШ,672
673_weed,WEED,,WEED,СОРНЯК,673
674_thornsingle,THORN (SINGLE),124,THORN (SINGLE),КОЛЮЧКА,674
675_thornyplant,THORNY PLANT,1168,THORNY PLANT,КОЛЮЧЕЕ ТРАВЯНИСТОЕ РАСТЕНИЕ,675
676_nettle,NETTLE,33,NETTLE,КРАПИВА,676
677_mushroom,MUSHROOM,641,MUSHROOM,ГРИБ,677
678_do,DO,813,DO,ДЕЛАТЬ,678
679_work,WORK,1086,WORK,РАБОТАТЬ,679
680_collectivework,COLLECTIVE WORK,,COLLECTIVE WORK,КОЛЛЕКТИВНАЯ РАБОТА,680
681_bendtr,BEND (TR),2224,BEND (TR),ГНУТЬ,681
682_bendintr,BEND (INTR),,BEND (INTR),ГНУТЬСЯ,682
683_tieobjects,TIE (OBJECTS),1917,TIE (OBJECTS),СВЯЗЫВАТЬ (ПРЕДМЕТЫ),683
684_untieknotrope,"UNTIE (KNOT, ROPE)",352,"UNTIE (KNOT, ROPE)","РАЗВЯЗЫВАТЬ (УЗЕЛ, ВЕРЕВКУ)",684
685_chain,CHAIN,1627,CHAIN,ЦЕПЬ,685
686_ropecord,"ROPE, CORD",1218,"ROPE, CORD",ВЕРЁВКА,686
687_knotnoun,KNOT (NOUN),760,KNOT (NOUN),УЗЕЛ,687
688_beatofhuman,BEAT (OF HUMAN),,BEAT (OF HUMAN),"БИТЬ, ИЗБИВАТЬ",688
689_hitonce,HIT (ONCE),1433,HIT (ONCE),УДАРЯТЬ (ОДНОКРАТНО),689
690_cutwood,CUT (WOOD),,CUT (WOOD),РУБИТЬ,690
691_cuttopieces,CUT TO PIECES,2156,CUT TO PIECES,"КРОШИТЬ, РЕЗАТЬ НА КУСКИ",691
692_cut,CUT,,CUT,ПОРЕЗАТЬ,692
693_slaughtercattle,SLAUGHTER (CATTLE),1796,SLAUGHTER (CATTLE),"ЗАРЕЗАТЬ, ЗАБИТЬ (СКОТИНУ)",693
694_knife,KNIFE,1352,KNIFE,НОЖ,694
695_scissors,SCISSORS,1328,SCISSORS,НОЖНИЦЫ,695
696_axe,AXE,677,AXE,ТОПОР,696
697_breakintr,BREAK (INTR),680,BREAK (INTR),ЛОМАТЬСЯ,697
698_breaktr,BREAK (TR),680,BREAK (TR),ЛОМАТЬ,698
699_tearintrofrope,"TEAR (INTR, OF ROPE)",460,"TEAR (INTR, OF ROPE)",РВАТЬСЯ (О ВЕРЁВКЕ),699
700_teartr,TEAR (TR),1735,TEAR (TR),РВАТЬ,700
701_tearoff,TEAR OFF,,TEAR OFF,"ОТРЫВАТЬ, ОТЛАМЫВАТЬ",701
702_burst,BURST,,BURST,ЛОПНУТЬ,702
703_flay,FLAY,291,FLAY,СВЕЖЕВАТЬ,703
704_rubvbyhand,"RUB (V, BY HAND)",1449,"RUB (V, BY HAND)",ТЕРЕТЬ (РУКОЙ),704
705_scratch,SCRATCH,1436,SCRATCH,ЧЕСАТЬ,705
706_scrabble,SCRABBLE,,SCRABBLE,ЦАРАПАТЬ,706
707_pull,PULL,1455,PULL,ТЯНУТЬ,707
708_drag,DRAG,2030,DRAG,"ТАЩИТЬ, ВОЛОЧИТЬ",708
709_hangtr,HANG (TR),357,HANG (TR),ВЕШАТЬ,709
710_hangintr,HANG (INTR),2884,HANG (INTR),ВИСЕТЬ,710
711_pressv,PRESS (V),1913,PRESS (V),"ДАВИТЬ, ЖАТЬ, СЖИМАТЬ",711
712_pourtrliquid,"POUR (TR, LIQUID)",1487,"POUR (TR, LIQUID)",ЛИТЬ,712
713_pourintrgranular,"POUR (INTR, GRANULAR)",,"POUR (INTR, GRANULAR)",СЫПАТЬСЯ,713
714_pourtrgranular,"POUR (TR, GRANULAR)",,"POUR (TR, GRANULAR)",СЫПАТЬ,714
715_wash,WASH,1453,WASH,МЫТЬ,715
716_washlaundry,WASH (LAUNDRY),1453,WASH (LAUNDRY),СТИРАТЬ,716
717_sweep,SWEEP,230,SWEEP,ПОДМЕТАТЬ,717
718_broom,BROOM,245,BROOM,ВЕНИК,718
719_trough,TROUGH,205,TROUGH,КОРЫТО,719
720_hew,HEW,553,HEW,ТЕСАТЬ,720
721_build,BUILD,1840,BUILD,СТРОИТЬ,721
722_bore,BORE,1501,BORE,СВЕРЛИТЬ,722
723_saw,SAW,1948,SAW,ПИЛА,723
724_saw,SAW,,SAW,ПИЛИТЬ,724
725_hammer,HAMMER,1481,HAMMER,МОЛОТОК,725
726_sledgehammer,SLEDGEHAMMER,,SLEDGEHAMMER,КУВАЛДА,726
727_nail,NAIL,502,NAIL,ГВОЗДЬ,727
728_forge,FORGE,288,FORGE,КУЗНИЦА,728
729_bellows,BELLOWS,,BELLOWS,КУЗНЕЧНЫЙ МЕХ,729
730_tongs,TONGS,272,TONGS,ЩИПЦЫ ДЛЯ УГЛЕЙ,730
731_flint,FLINT,,FLINT,КРЕМЕНЬ,731
732_tinder,TINDER,,TINDER,ТРУТ,732
733_anvil,ANVIL,1648,ANVIL,НАКОВАЛЬНЯ,733
734_whettrknife,"WHET (TR, KNIFE)",,"WHET (TR, KNIFE)",ТОЧИТЬ (НОЖ),734
735_whetstone,WHETSTONE,295,WHETSTONE,ТОЧИЛО,735
736_gold,GOLD,1369,GOLD,ЗОЛОТО,736
737_silver,SILVER,759,SILVER,СЕРЕБРО,737
738_copper,COPPER,1825,COPPER,МЕДЬ,738
739_bronze,BRONZE,,BRONZE,БРОНЗА,739
740_iron,IRON,621,IRON,ЖЕЛЕЗО,740
741_lead,LEAD,627,LEAD,СВИНЕЦ,741
742_tin,TIN,893,TIN,ОЛОВО,742
743_clay,CLAY,1399,CLAY,ГЛИНА,743
744_glass,GLASS,604,GLASS,СТЕКЛО,744
745_weave,WEAVE,133,WEAVE,ТКАТЬ,745
746_basket,BASKET,1539,BASKET,КОРЗИНА,746
747_chestbox,CHEST (BOX),,CHEST (BOX),СУНДУК,747
748_waterskin,WATERSKIN,,WATERSKIN,БУРДЮК,748
749_sack,SACK,2990,SACK,МЕШОК,749
750_carpet,CARPET,,CARPET,КОВЕР (С ВОРСОМ),750
751_mat,MAT,,MAT,ПАЛАС (КОВЁР БЕЗ ВОРСА),751
752_rug,RUG,,RUG,ПАЛАС (ДОРОЖКА),752
753_smeargreaseonfood,SMEAR (GREASE ON FOOD),364,SMEAR (GREASE ON FOOD),МАЗАТЬ (ЖИР НА ЕДУ),753
754_rockintrofplant,"ROCK (INTR, OF PLANT)",,"ROCK (INTR, OF PLANT)",КАЧАТЬСЯ (О ДЕРЕВЕ),754
755_turnintr,TURN (INTR),1588,TURN (INTR),КРУТИТЬСЯ,755
757_turntr,TURN (TR.),1445,TURN (TR.),КРУТИТЬ,757
758_riseofsun,RISE (OF SUN),568,RISE (OF SUN),ВОСХОДИТЬ (О СОЛНЦЕ),758
759_fall,FALL,1280,FALL,ПАДАТЬ,759
760_dripintr,DRIP (INTR),808,DRIP (INTR),КАПАТЬ (НЕПЕРЕХ.),760
761_dropnofwater,"DROP (N, OF WATER)",2087,"DROP (N, OF WATER)",КАПЛЯ,761
762_throwv,THROW (V),1456,THROW (V),"БРОСАТЬ, КИДАТЬ",762
763_catchball,CATCH (BALL),702,CATCH (BALL),ЛОВИТЬ (МЯЧ),763
764_shake,SHAKE,1909,SHAKE,ТРЯСТИ,764
765_swingtrstick,"SWING (TR, STICK)",2901,"SWING (TR, STICK)",МАХАТЬ (ПАЛКОЙ),765
766_walk,WALK,,WALK,ХОДИТЬ (О ЧЕЛОВЕКЕ),766
767_swim,SWIM,1439,SWIM,ПЛАВАТЬ,767
768_flyv,FLY (V),1441,FLY (V),ЛЕТЕТЬ,768
769_blowvofperson,"BLOW (V, OF PERSON)",176,"BLOW (V, OF PERSON)",ДУТЬ (О ЧЕЛОВЕКЕ),769
770_crawlvofperson,"CRAWL (V, OF PERSON)",96,"CRAWL (V, OF PERSON)",ПОЛЗТИ (О ЧЕЛОВЕКЕ),770
771_crouch,CROUCH,296,CROUCH,ПРИСЕДАТЬ (НА КОРТОЧКАХ),771
772_slideslip,"SLIDE, SLIP",,"SLIDE, SLIP",СКОЛЬЗИТЬ,772
773_jumpleap,"JUMP, LEAP",1829,"JUMP, LEAP",ПРЫГАТЬ,773
774_dance,DANCE,1879,DANCE,ТАНЦЕВАТЬ,774
775_dancen,DANCE (N),,DANCE (N),ТАНЕЦ,775
776_stepn,STEP (N),,STEP (N),ШАГ,776
777_run,RUN,1519,RUN,БЕЖАТЬ,777
778_go,GO,695,GO,ИДТИ,778
779_goout,GO OUT,1107,GO OUT,ВЫХОДИТЬ,779
780_come,COME,1446,COME,ПРИХОДИТЬ,780
781_comeback,COME BACK,581,COME BACK,ВОЗВРАЩАТЬСЯ,781
782_goaway,GO AWAY,,GO AWAY,УХОДИТЬ,782
783_disappear,DISAPPEAR,485,DISAPPEAR,ИСЧЕЗАТЬ,783
784_flee,FLEE,956,FLEE,УБЕГАТЬ,784
785_arrive,ARRIVE,1387,ARRIVE,ДОЙТИ,785
786_enter,ENTER,749,ENTER,ВХОДИТЬ,786
787_carry,CARRY,412,CARRY,НЕСТИ,787
788_send,SEND,1127,SEND,ПОСЫЛАТЬ,788
789_drive,DRIVE,,DRIVE,ГНАТЬ,789
790_mount,MOUNT,,MOUNT,САДИТЬСЯ ВЕРХОМ,790
791_push,PUSH,1452,PUSH,ТОЛКАТЬ,791
792_gatherintr,GATHER (INTR),,GATHER (INTR),СОБИРАТЬСЯ,792
793_road,ROAD,667,ROAD,ДОРОГА,793
794_bridge,BRIDGE,1011,BRIDGE,МОСТ,794
795_carriage,CARRIAGE,122,CARRIAGE,АРБА,795
796_sledge,SLEDGE,368,SLEDGE,САНИ,796
797_wheel,WHEEL,710,WHEEL,КОЛЕСО,797
798_axle,AXLE,1769,AXLE,ОСЬ,798
799_yoke,YOKE,14,YOKE,ЯРМО,799
800_burden,BURDEN,,BURDEN,НОША,800
801_packsaddle,PACK SADDLE,,PACK SADDLE,ВЬЮК,801
802_armful,ARMFUL,,ARMFUL,ОХАПКА,802
803_saddle,SADDLE,3065,SADDLE,СЕДЛО,803
804_bridle,BRIDLE,,BRIDLE,УЗДЕЧКА,804
805_whip,WHIP,2630,WHIP,КНУТ,805
806_stirrup,STIRRUP,,STIRRUP,СТРЕМЯ,806
807_horseshoe,HORSESHOE,,HORSESHOE,ПОДКОВА,807
808_ship,SHIP,740,SHIP,КОРАБЛЬ,808
809_take,TAKE,1749,TAKE,БРАТЬ,809
810_hold,HOLD,1448,HOLD,ДЕРЖАТЬ,810
811_leavetr,LEAVE (TR),,LEAVE (TR),ОСТАВЛЯТЬ,811
812_stay,STAY,987,STAY,ОСТАВАТЬСЯ,812
813_seize,SEIZE,955,SEIZE,ОТНИМАТЬ,813
814_give,GIVE,1447,GIVE,ДАВАТЬ,814
815_save,SAVE,2008,SAVE,СПАСАТЬ,815
816_destroy,DESTROY,681,DESTROY,РАЗРУШАТЬ,816
817_lookfor,LOOK FOR,1468,LOOK FOR,ИСКАТЬ,817
818_find,FIND,719,FIND,НАХОДИТЬ,818
819_lose,LOSE,1660,LOSE,ТЕРЯТЬ,819
820_release,RELEASE,1095,RELEASE,ОТПУСКАТЬ,820
821_money,MONEY,1559,MONEY,ДЕНЬГИ,821
822_rich,RICH,712,RICH,БОГАТЫЙ,822
823_poor,POOR,1674,POOR,БЕДНЫЙ,823
824_beggar,BEGGAR,1934,BEGGAR,НИЩИЙ,824
825_lend,LEND,582,LEND,ДАВАТЬ В ДОЛГ,825
826_borrow,BORROW,1823,BORROW,ЗАНИМАТЬ,826
827_debtfinancial,DEBT (FINANCIAL),1914,DEBT (FINANCIAL),ДОЛГ (ДЕНЕЖНЫЙ),827
828_buy,BUY,1869,BUY,ПОКУПАТЬ,828
829_sell,SELL,1571,SELL,ПРОДАВАТЬ,829
830_tradebarter,"TRADE, BARTER",2135,"TRADE, BARTER","ТОРГОВЛЯ, ОБМЕН",830
831_price,PRICE,657,PRICE,ЦЕНА,831
832_expensive,EXPENSIVE,1426,EXPENSIVE,ДОРОГОЙ,832
833_cheap,CHEAP,1887,CHEAP,ДЕШЁВЫЙ,833
834_weighintr,WEIGH (INTR),,WEIGH (INTR),ВЕСИТЬ,834
835_behind,BEHIND,1686,BEHIND,"ЗА, СЗАДИ",835
836_below,BELOW,1485,BELOW,ВНИЗУ,836
837_before,BEFORE,3004,BEFORE,РАНЬШЕ,837
838_infront,IN FRONT,1883,IN FRONT,ВПЕРЕДИ,838
839_inside,INSIDE,1606,INSIDE,ВНУТРИ,839
840_outside,OUTSIDE,762,OUTSIDE,СНАРУЖИ,840
841_above,ABOVE,1741,ABOVE,ВВЕРХУ,841
842_between,BETWEEN,689,BETWEEN,МЕЖДУ,842
843_place,PLACE,723,PLACE,МЕСТО,843
844_thing,THING,470,THING,ПРЕДМЕТ,844
845_put,PUT,998,PUT,КЛАСТЬ,845
846_sitdown,SIT DOWN,1649,SIT DOWN,САДИТЬСЯ,846
847_sit,SIT,1416,SIT,СИДЕТЬ,847
848_liedown,LIE DOWN,215,LIE DOWN,ЛОЖИТЬСЯ,848
849_lie,LIE,1411,LIE,ЛЕЖАТЬ,849
850_haltintr,HALT (INTR),2880,HALT (INTR),ОСТАНАВЛИВАТЬСЯ,850
851_stand,STAND,1442,STAND,СТОЯТЬ,851
852_standup,STAND UP,570,STAND UP,ВСТАВАТЬ,852
853_gathertr,GATHER (TR),7,GATHER (TR),СОБИРАТЬ,853
854_pickup,PICK UP,371,PICK UP,ПОДНИМАТЬ,854
855_insert,INSERT,3071,INSERT,"ВСОВЫВАТЬ, ПРОДЕВАТЬ",855
856_bindtr,BIND (TR),,BIND (TR),ПРИВЯЗЫВАТЬ,856
857_unbindtr,UNBIND (TR),,UNBIND (TR),ОТВЯЗЫВАТЬ,857
858_stickintr,STICK (INTR),254,STICK (INTR),ПРИЛИПАТЬ,858
859_gluetr,GLUE (TR),,GLUE (TR),ПРИКЛЕИВАТЬ,859
860_opentr,OPEN (TR),1156,OPEN (TR),ОТКРЫВАТЬ,860
861_openintr,OPEN (INTR),,OPEN (INTR),ОТКРЫВАТЬСЯ,861
862_closetr,CLOSE (TR),,CLOSE (TR),ЗАКРЫВАТЬ,862
863_closeintr,CLOSE (INTR),,CLOSE (INTR),ЗАКРЫВАТЬСЯ,863
864_unlocktr,UNLOCK (TR),,UNLOCK (TR),ОТПИРАТЬ,864
865_locktr,LOCK (TR),,LOCK (TR),ЗАПИРАТЬ,865
866_cover,COVER,761,COVER,НАКРЫВАТЬ,866
867_hidetr,HIDE (TR),602,HIDE (TR),ПРЯТАТЬ,867
868_hideintr,HIDE (INTR),2485,HIDE (INTR),ПРЯТЯТЬСЯ,868
869_high,HIGH,1265,HIGH,ВЫСОКИЙ,869
870_low,LOW,721,LOW,НИЗКИЙ,870
871_topn,TOP (N),1753,TOP (N),ВЕРХУШКА,871
872_bottomn,BOTTOM (N),690,BOTTOM (N),ДНО,872
873_endofknife,END (OF KNIFE),742,END (OF KNIFE),"КОНЧИК, ОСТРИЕ",873
874_edge,EDGE,863,EDGE,КРАЙ,874
875_right,RIGHT,1019,RIGHT,ПРАВЫЙ,875
876_left,LEFT,244,LEFT,ЛЕВЫЙ,876
877_near,NEAR,1942,NEAR,БЛИЗКО,877
878_far,FAR,1406,FAR,ДАЛЕКО,878
879_grow,GROW,479,GROW,РАСТИ,879
880_measure,MEASURE,1506,MEASURE,МЕРИТЬ,880
