"lex.id","colex.id","lc.id","concepticon.id","concept.ru","concept.en","subentry","aux","opt","excl","orthographic","phonemic","gloss","ipa","def.ru","def.en","cx1","cx1.ru","cx1.en","cx2","cx2.ru","cx2.en","cx3","cx3.ru","cx3.en","gender","notes","todo","lang"
"248",,"248",,,,"pl","aux",,,"шшилби","šːil-bi","R(side)-PL",,,,,,,,,,,,,,,,"itsari"
"249",,"249",,"КОЖА","SKIN",,,,,"кам","kam","R(skin)",,,,,,,,,,,,,,,,"itsari"
"249",,"249",,,,"pl","aux",,,"ккимри","kːim-ri","R(skin)-PL",,,,,,,,,,,,,,,,"itsari"
"250",,"250",,"ШКУРА МЕЛКОКОПЫТНОГО","HIDE OF GOATS AND SHEEP","sg",,,,"ккул","kːul","R(hide.of.goat)",,,,,,,,,,,,,,,,"itsari"
"250",,"250",,,,"pl","aux",,,"ччили","čːil-i","R(hide.of.goat)-PL",,,,,,,,,,,,,,,,"itsari"
"251",,"251",,"ШКУРА КРУПНОКОПЫТНОГО","HIDE OF COWS","sg",,,,"кабц","kabc","R(hide.of.cow)",,,,,,,,,,,,,,,,"itsari"
"251",,"251",,,,"pl","aux",,,"кибцри","kibc-ri","R(hide.of.cow)-PL",,,,,,,,,,,,,,,,"itsari"
"252",,"252",,"ШЕРСТЬ ОВЕЧЬЯ","WOOL OF SHEEP",,,,,"ппала","pːala","R(wool)",,,,,,,,,,,,,,,,"itsari"
"252",,"252",,,,"pl","aux",,,"пппалми","pːal-mi","R(wool)-PL",,,,,,,,,,,,,,,,"itsari"
"253","252","253",,"ШЕРСТЬ КОЗЬЯ","WOOL OF GOATS",,,,,"ппала","pːala","R(wool)",,,,,,,,,,,,,,,,"itsari"
"253","252","253",,,,"pl","aux",,,"пппалми","pːal-mi","R(wool)-PL",,,,,,,,,,,,,,,,"itsari"
"254",,"254",,"ВОЛОСЫ","HAIR (MASS)",,,,,"гъизби","ʁiz-bi","R(hair)-PL",,,,,,,,,,,,,,,,"itsari"
"255",,"255",,"ВОЛОС","HAIR (SINGLE)","sg",,,,"гъиз","ʁiz","R(hair)",,,,,,,,,,,,,,,,"itsari"
"255",,"255",,,,"pl","aux",,,"гъизби","ʁiz-bi","R(hair)-PL",,,,,,,,,,,,,,,,"itsari"
"256",,"256",,"ПРИЧЕСКА МУЖСКАЯ","MALE HAIRCUT","sg",,"opt",,"чяч","čaˁč","R(haircut)",,,,,,,,,,,,,,,,"itsari"
"256",,"256",,,,"pl","aux","opt",,"чячми","čaˁč-mi","R(haircut)-PL",,,,,,,,,,,,,,,,"itsari"
"257",,"257",,"БОРОДА","BEARD","sg",,,,"муцӀур","mucʼur","R(beard)",,,,,,,,,,,,,,,,"itsari"
"257",,"257",,,,"pl","aux",,,"муцӀурти","mucʼur-ti","R(beard)-PL",,,,,,,,,,,,,,,,"itsari"
"258",,"258",,"УСЫ","MOUSTACHE","sg",,,,"ссупен","sːupen","R(moustache)",,,,,,,,,,,,,,,,"itsari"
"258",,"258",,,,"pl","aux",,,"ссупенти","sːupen-ti","R(moustache)-PL",,,,,,,,,,,,,,,,"itsari"
"259",,"259",,"ПТИЧИЙ ГРЕБЕНЬ","COMB (OF BIRDS)","sg",,,,"чуткъа","čutqːa","R(comb.of.rooster)",,,,,,,,,,,,,,,,"itsari"
"259",,"259",,,,"pl","aux",,,"чуткъин","čutqː-in","R(comb.of.rooster)-PL",,,,,,,,,,,,,,,,"itsari"
"260",,"260",,"ГРИВА ЛОШАДИ","MANE","sg",,,,"гъал","ʁal","R(mane)",,,,,,,,,,,,,"NPL",,"<strong>convention on entering such terms as sg.</strong>","itsari"
"261",,"261",,"ПЕРХОТЬ","DANDRUFF",,,,,"хъамсс","qamsː","R(dandruff)",,,,,,,,,,,,,"NPL",,,"itsari"
"262",,"262",,"КРОВЬ","BLOOD",,,,,"беъе","beʔe","R(blood)",,,,,,,,,,,,,"NPL",,,"itsari"
"263",,"263",,"КРОВЕНОСНЫЙ СОСУД","VEIN, ARTERY","sg",,,,"тум","tum","R(vein)",,,,,,,,,,,,,,,,"itsari"
"263",,"263",,,,"pl","aux",,,"тумри","tum-ri","R(vein)-PL",,,,,,,,,,,,,,,,"itsari"
"264",,"264",,"СУХОЖИЛИЕ","SINEW","sg",,,,"ккве","kːʷe","R(sinew)",,,,,,,,,,,,,,,,"itsari"
"264",,"264",,"СУХОЖИЛИЕ","SINEW","pl","aux",,,"кквими","kːʷi-mi","R(sinew)-PL",,,,,,,,,,,,,,,,"itsari"
"265",,"265",,"СУСТАВ","JOINT","sg",,,,"биркӀан","b-irkʼan","CL3-R(joint)",,,,,,,,,,,,,,"A habitual participle from a verbal stem",,"itsari"
"265",,"265",,,,"pl","aux",,,"диркӀанти","d-irkʼan-ti","CL3-R(joint)-PL",,,,,,,,,,,,,,,,"itsari"
"266",,"266",,"ХРЯЩ","CARTILAGE","sg",,,,"кьамссикӀв","qʼamsːikʼʷ","R(cartilage)",,,,,,,,,,,,,,,,"itsari"
"266",,"266",,,,"pl","aux",,,"кьамссикӀви","qʼamsːikʼʷ-i","R(cartilage)-PL",,,,,,,,,,,,,,,,"itsari"
"267",,"267",,"ЖЕЛЧЬ","GALL",,,,,"ссими","sːimi","R(gall)",,,,,,,,,,,,,"NPL",,,"itsari"
"268",,"268",,"МОЧА","URINE",,,,,"диши","diši","R(urine)",,,,,,,,,,,,,"NPL",,,"itsari"
"269",,"269",,"КАЛ","FAECES",,,,,"пух","puχ","R(faeces)",,,,,,,,,,,,,"NPL",,,"itsari"
"269",,"269",,,,"pl","aux",,,"пухми","puχ-mi","R(faeces)-PL",,,,,,,,,,,,,,,,"itsari"
"2000",,"269",,"КАЛ","FAECES",,,,,"къилкъи","qːilqː-i","R(faeces)-PL",,,,,,,,,,,,,,"Pl. tantum",,"itsari"
"270",,"270",,"КАЛ ЖИДКИЙ","LIQUID STOOL",,,,,"пӀяр","pʼaˁr","R(liquid.stool)",,,,,,,,,,,,,"NPL",,,"itsari"
"271",,"271",,"ПОМЁТ КОРОВЫ","DUNG (OF COW)",,,,,"декв","dekʷ","R(dung)",,,,,,,,,,,,,"NPL",,,"itsari"
"271",,"271",,,,"pl","aux",,,"деквми","dekʷ-mi","R(dung)-PL",,,,,,,,,,,,,,,,"itsari"
"272",,"272",,"КОСТЬ","BONE","sg",,,,"ликка","likːa","R(bone)",,,,,,,,,,,,,,,,"itsari"
"272",,"272",,,,"pl","aux",,,"ликкин","likː-in","R(bone)-PL",,,,,,,,,,,,,,,,"itsari"
"273",,"273",,"РЕБРО","RIB","sg",,,,"шшалбурхх","šːalburχː","R(rib)",,,,,,,,,,,,,,"From <i>šːal </i>‘side’ + <i>b-urχː- </i>‘to cover’.",,"itsari"
"273",,"273",,,,"pl","aux",,,"шшалбурххи","šːalburχː-i","R(rib)-PL",,,,,,,,,,,,,,,,"itsari"
"274",,"274",,"РОГ","HORN","sg",,,,"хъи","qi","R(horn)",,,,,,,,,,,,,,,,"itsari"
"274",,"274",,,,"pl","aux",,,"хъими","qi-mi","R(horn)-PL",,,,,,,,,,,,,,,,"itsari"
"275",,"275",,"ХВОСТ","TAIL","sg",,,,"чӀими","čʼimi","R(tail)",,,,,,,,,,,,,,,,"itsari"
"275",,"275",,,,"pl","aux",,,"чӀимри","čʼim-ri","R(tail)-PL",,,,,,,,,,,,,,,,"itsari"
"276",,"276",,"КУРДЮК","TAIL FAT",,,,,"гӀяжум","ʡaˁžum","R(tail.fat)",,,,,,,,,,,,,,,,"itsari"
"276",,"276",,,,"pl","aux",,,"гӀяжумти","ʡaˁžum-ti","R(tail.fat)-PL",,,,,,,,,,,,,,,,"itsari"
"277",,"277",,"СПИНА","BACK (ANATOMICAL)","sg",,,,"къакъ","qːaqː","R(back)",,,,,,,,,,,,,,,,"itsari"
"277",,"277",,,,"pl","aux",,,"къикъри","qːiqː-ri","R(back)-PL",,,,,,,,,,,,,,,,"itsari"
"278",,"278",,"ПОЗВОНОЧНИК","SPINE","sg",,,,"къакъла ликка","qːaqː-la likːa","R(back)-GEN bone",,,,,,,,,,,,,,,,"itsari"
"278",,"278",,,,"pl","aux",,,"къакъла ликкин","qːaqː-la likː-in","R(back)-GEN bone-PL",,,,,,,,,,,,,,,,"itsari"
"279",,"279",,"ГОЛОВА","HEAD","sg",,,,"бекӀ","bekʼ","R(head)",,,,,,,,,,,,,,,,"itsari"
"279",,"279",,,,"pl","aux",,,"бирччи","birčː-i","R(head)-PL",,,,,,,,,,,,,,,,"itsari"
"280",,"280",,"ВИСОК","TEMPLE (SIDE OF HEAD)","sg",,,,"ляшккан","laˁškːan","R(temple)",,,,,,,,,,,,,,,,"itsari"
"280",,"280",,,,"pl","aux",,,"ляшкканти","laˁškːan-ti","R(temple)-PL",,,,,,,,,,,,,,,,"itsari"
"281",,"281",,"ЧЕРЕП","SKULL","sg",,,,"вакъа","waqːa","R(skull)",,,,,,,,,,,,,,,,"itsari"
"281",,"281",,,,"pl","aux",,,"вакъни","waqː-ni","R(skull)-PL",,,,,,,,,,,,,,,,"itsari"
"282",,"282",,"МОЗГ ГОЛОВНОЙ","BRAIN",,,,,"муъа","muʔa","R(brain)",,,,,,,,,,,,,"NSG=NPL",,,"itsari"
"283",,"283",,"МОЗГ КОСТНЫЙ","MARROW",,,,,"ликкала муъа","likːa-la muʔa","R(bone)-GEN R(brain)",,,,,,,,,,,,,,,,"itsari"
"284",,"284",,"ЛИЦО","FACE","sg",,,,"дягӀ","daˁʡ","R(face)",,,,,,,,,,,,,,,,"itsari"
"284",,"284",,,,"pl","aux",,,"дигӀри","diʡ-ri","R(face)-PL",,,,,,,,,,,,,,,,"itsari"
"285",,"285",,"ЛОБ","FOREHEAD","sg",,,,"антта","antːa","R(forehead)",,,,,,,,,,,,,,,,"itsari"
"285",,"285",,,,"pl","aux",,,"анттиппи","antː-ipːi","R(forehead)-PL",,,,,,,,,,,,,,,,"itsari"
"286",,"286",,"ЧЕЛЮСТЬ","JAW","sg",,,,"хъяйхъяй","qaˁjqaˁj","R(jaw)",,"челюсть; подбородок","jaw; chin",,,,,,,,,,,,,"itsari"
"286",,"286",,,,"pl","aux",,,"хъяйхъяйти","qaˁjqaˁj-ti","R(jaw)-PL",,,,,,,,,,,,,,,,"itsari"
"287",,"287",,"ЩЕКА","CHEEK","sg",,,,"иӀркъиӀ","iˁrqːiˁ","R(cheek)",,,,,,,,,,,,,,,,"itsari"
"287",,"287",,,,"pl","aux",,,"иӀркъми","iˁrqː-mi","R(cheek)-PL",,,,,,,,,,,,,,,,"itsari"
"288",,"288",,"ГЛАЗ","EYE","sg",,,,"гӀёл","ʡuˁl","R(eye)",,,,,,,,,,,,,,,,"itsari"
"288",,"288",,,,"pl","aux",,,"гӀёлби","ʡuˁl-bi","R(eye)-PL",,,,,,,,,,,,,,,,"itsari"
"289",,"289",,"БРОВЬ","EYEBROW","sg",,,,"нетӀ","netʼ","R(eyebrow)",,,,,,,,,,,,,,,,"itsari"
"289",,"289",,,,"pl","aux",,,"нетӀби","netʼ-bi","R(eyebrow)-PL",,,,,,,,,,,,,,,,"itsari"
"290",,"290",,"РЕСНИЦА","EYELASH","sg",,,,"музара","muzara","R(eyelash)",,,,,,,,,,,,,,,,"itsari"
"290",,"290",,,,"pl","aux",,,"музри","muzr-i","R(eyelash)-PL",,,,,,,,,,,,,,,,"itsari"
"291",,"291",,"УХО","EAR","sg",,,,"ляппа","laˁpːa","R(ear)",,,,,,,,,,,,,,,,"itsari"
"291",,"291",,,,"pl","aux",,,"ляппи","laˁpː-i","R(ear)-PL",,,,,,,,,,,,,,,,"itsari"
"292",,"292",,"УШНАЯ СЕРА","EARWAX",,,,,"мирчӀал","mirčʼal","R(earwax)",,"ушная сера; козявка","earwax; shrimp",,,,,,,,,,"NPL",,,"itsari"
"293",,"293",,"НОС","NOSE","sg",,,,"къямкъ","qːaˁmqː","R(nose)",,,,,,,,,,,,,,,,"itsari"
"293",,"293",,,,"pl","aux",,,"къиӀмкъри","qːiˁmqː-ri","R(nose)-PL",,,,,,,,,,,,,,,,"itsari"
"294",,"294",,"СОПЛИ","SNIVEL",,,,,"ирххяна","irχːaˁna","R(snivel)",,,,,,,,,,,,,"NPL",,,"itsari"
"295","292","295",,"КОЗЯВКА","SHRIMP (IN NOSE)","sg",,,,"мирчӀал","mirčʼal","R(shrimp)",,"ушная сера; козявка","earwax; shrimp",,,,,,,,,,,,,"itsari"
"295","292","295",,,,"pl","aux",,,"мирчӀалти","mirčʼal-ti","R(shrimp)-PL",,,,,,,,,,,,,,,,"itsari"
"296",,"296",,"РОТ (ВНЕШНИЙ)","MOUTH (EXTERNAL)","sg",,,,"ттутту","tːutːu","R(mouth)",,"рот; клюв","mouth; beak",,,,,,,,,,,,,"itsari"
"296",,"296",,,,"pl","aux",,,"ттуттин","tːutː-in","R(mouth)-PL",,,,,,,,,,,,,,,,"itsari"
"297",,"297",,"РОТ (ВНУТРЕННИЙ)","MOUTH (INTERNAL, ORAL CAVITY)","sg",,,,"димила","dimi-la","R(mouth)-NMLZ",,,,,,,,,,,,,,"Locative noun",,"itsari"
"297",,"297",,,,"pl","aux",,,"димила","dimi-la","R(mouth)-NMLZ",,,,,,,,,,,,,,,,"itsari"
"297",,"297",,,,"loc.ess","aux",,,"димиб","dimi-b","R(mouth)-N[ESS]",,,,,,,,,,,,,,,,"itsari"
"298","296","298",,"КЛЮВ","BEAK","sg",,,,"ттутту","tːutːu","R(beak)",,"рот; клюв","mouth; beak",,,,,,,,,,,,,"itsari"
"298","296","298",,,,,"aux",,,"ттуттин","tːutː-in","R(beak)-PL",,,,,,,,,,,,,,,,"itsari"
"299",,"299",,"ГУБА","LIP","sg",,,,"кӀвинтӀ","kʼʷintʼ","R(lip)",,,,,,,,,,,,,,,,"itsari"
"299",,"299",,,,"pl","aux",,,"кӀунтӀби","kʼuntʼ-bi","R(lip)-PL",,,,,,,,,,,,,,,,"itsari"
"300",,"300",,"ЯЗЫК (ОРГАН)","TONGUE","sg",,,,"мецц","mecː","R(tongue)",,,,,,,,,,,,,,,,"itsari"
"300",,"300",,,,"pl","aux",,,"меццби","mecː-bi","R(tongue)-PL",,,,,,,,,,,,,,,,"itsari"
"301",,"301",,"ЗУБ","TOOTH","sg",,,,"цула","cula","R(tooth)",,,,,,,,,,,,,,,,"itsari"
"301",,"301",,,,"pl","aux",,,"цилби","cil-bi","R(tooth)-PL",,,,,,,,,,,,,,,,"itsari"
"302",,"302",,"КЛЫК (СОБАКИ)","FANG (OF DOG)","sg",,,,"ххве цула","χːʷe cula","R(dog) R(tooth)",,,,,,,,,,,,,,,,"itsari"
"302",,"302",,,,"pl","aux",,,"ххве цилби","χːʷe cil-bi","R(dog) R(tooth)-PL",,,,,,,,,,,,,,,,"itsari"
"303",,"303",,"КОРЕННОЙ ЗУБ (МОЛЯР)","MOLARTOOTH","sg",,,,"ганжи цула","ganži cula","R(molar) R(tooth)",,,,,,,,,,,,,,,,"itsari"
"303",,"303",,,,"pl","aux",,,"ганжи цилби","ganži cil-bi","R(molar) R(tooth)-PL",,,,,,,,,,,,,,,,"itsari"
"2001",,"303",,"КОРЕННОЙ ЗУБ (МОЛЯР)","MOLARTOOTH","sg",,,,"кканччи цула","kːančːi cula","R(molar) R(tooth)",,,,,,,,,,,,,,,,"itsari"
"2001",,"303",,,,"pl","aux",,,"кканччи цилби","kːančːi cil-bi","R(molar) R(tooth)-PL",,,,,,,,,,,,,,,,"itsari"
"304",,"304",,"ДЁСНЫ","GUMS",,,,,"?",,,,,,,,,,,,,,,,,,"itsari"
"305",,"305",,"ШЕЯ","NECK","sg",,,,"хъяб","qaˁb","R(neck)",,,,,,,,,,,,,,,,"itsari"
"305",,"305",,,,"pl","aux",,,"хъыбри","qiˁb-ri","R(neck)-PL",,,,,,,,,,,,,,,,"itsari"
"306",,"306",,"КАДЫК","ADAM’S APPLE","sg",,,,"кьёкья","qʼuˁqʼaˁ","R(adams.apple)",,,,,,,,,,,,,,,,"itsari"
"306",,"306",,,,"pl","aux",,,"кьёкьми","qʼuˁqʼ-mi","R(adams.apple)-PL",,,,,,,,,,,,,,,,"itsari"
"307","286","307",,"ПОДБОРОДОК","CHIN","sg",,,,"хъяйхъяй","qaˁjqaˁj","R(chin)",,"челюсть; подбородок","jaw; chin",,,,,,,,,,,,,"itsari"
"307","286","307",,,,"pl","aux",,,"хъяйхъяйти","qaˁjqaˁj-ti","R(chin)-PL",,,,,,,,,,,,,,,,"itsari"
"308",,"308",,"ЗАТЫЛОК","BACK OF HEAD","sg",,,,"ккинччи хъяб","kːinčːi qaˁb","R(ST) R(neck)",,,,,,,,,,,,,,,,"itsari"
"308",,"308",,,,"pl","aux",,,"ккинччи хъыбри","kːinčːi qiˁb-ri","R(ST) R(neck)-PL",,,,,,,,,,,,,,,,"itsari"
"309",,"309",,"ГОРЛО","THROAT","sg",,,,"сус","sus","R(throat)",,,,,,,,,,,,,,,,"itsari"
"309",,"309",,,,"pl","aux",,,"сусми","sus-mi","R(throat)-PL",,,,,,,,,,,,,,,,"itsari"
"310",,"310",,"ПЛЕЧО","SHOULDER","sg",,,,"дулуг","dulug","R(shoulder)",,,,,,,,,,,,,,,,"itsari"
"310",,"310",,,,"pl","aux",,,"дулугми","dulug-mi","R(shoulder)-PL",,,,,,,,,,,,,,,,"itsari"
"311",,"311",,"РУКА","ARM","sg",,,,"някъ","naˁqː","R(hand)",,,,,,,,,,,,,,,,"itsari"
"311",,"311",,,,"pl","aux",,,"някъби","naˁqː-bi","R(hand)-PL",,,,,,,,,,,,,,,,"itsari"
"312","311","312",,"КИСТЬ РУКИ","HAND","sg",,"opt",,"някъ","naˁqː","R(hand)",,,,,,,,,,,,,,,,"itsari"
"312","311","312",,,,"pl","aux","opt",,"някъби","naˁqː-bi","R(hand)-PL",,,,,,,,,,,,,,,,"itsari"
"313",,"313",,"ГОРСТЬ (ОДНОЙ РУКИ)","HANDFUL (ONE HAND)","sg",,,,"кваш","kʷaš","R(handful)",,,,,,,,,,,,,,,,"itsari"
"313",,"313",,,,"pl","aux",,,"квашми","kʷaš-mi","R(handful)-PL",,,,,,,,,,,,,,,,"itsari"
"314",,"314",,"ГОРСТЬ (ДВУХ РУК)","HANDFUL (TWO HANDS)","sg",,,,"меъ","meʔ","R(handful)",,,,,,,,,,,,,,,,"itsari"
"314",,"314",,,,"pl","aux",,,"меъби","meʔ-bi","R(handful)-PL",,,,,,,,,,,,,,,,"itsari"
"315",,"315",,"ЛАПА","PAW","sg",,,,"квачӀи","kʷačʼi","R(paw)",,,,,,,,,,,,,,,,"itsari"
"315",,"315",,,,"pl","aux",,,"квачӀми","kʷačʼ-mi","R(paw)-PL",,,,,,,,,,,,,,,,"itsari"
"316",,"316",,"КУЛАК","FIST","sg",,,,"кьёшш","qʼuˁšː","R(fist)",,,,,,,,,,,,,,,,"itsari"
"316",,"316",,,,"pl","aux",,,"кьёшми","qʼuˁš-mi","R(fist)-PL",,,,,,,,,,,,,,,,"itsari"
"317",,"317",,"ПОДМЫШКА","ARMPIT","sg",,,,"шшаллигула","šːal-li-gu-la","R(side)-OBL-SUB-NMLZ",,,,,,,,,,,,,,"Locative noun",,"itsari"
"317",,"317",,,,"pl","aux",,,"шшаллигула","šːal-li-gu-la","R(side)-OBL-SUB-NMLZ",,,,,,,,,,,,,,,,"itsari"
"317",,"317",,,,"loc.ess","aux",,,"шшаллигуб","šːal-li-gu-b","R(side)-OBL-SUB-N[ESS]",,,,,,,,,,,,,,,,"itsari"
"318",,"318",,"ЛОКОТЬ","ELBOW","sg",,,,"кказа няхъ","kːaza naˁq","R(pick.axe) R(hand)",,,,,,,,,,,,,,,,"itsari"
"318",,"318",,,,"pl","aux",,,"кказа няхъби","kːaza naˁq-bi","R(pick.axe) R(hand)-PL",,,,,,,,,,,,,,,,"itsari"
"319",,"319",,"ЛАДОНЬ","PALM OF HAND","sg",,,,"хъат","qat","R(palm)",,,,,,,,,,,,,,,,"itsari"
"319",,"319",,,,"pl","aux",,,"хъитри","qit-ri","R(palm)-PL",,,,,,,,,,,,,,,,"itsari"
"320",,"320",,"ПАЛЕЦ","FINGER","sg",,,,"тӀупп","tʼupː","R(finger)",,,,,,,,,,,,,,,,"itsari"
"320",,"320",,,,"pl","aux",,,"тӀиппи","tʼipː-i","R(finger)-PL",,,,,,,,,,,,,,,,"itsari"
"321",,"321",,"НОГОТЬ","FINGERNAIL","sg",,,,"мика","mika","R(fingernail)",,"ноготь; копыто","fingernail; hoof",,,,,,,,,,,,,"itsari"
"321",,"321",,,,"pl","aux",,,"микиппи","mik-ipːi","R(fingernail)-PL",,,,,,,,,,,,,,,,"itsari"
"322",,"322",,"КОГОТЬ","CLAW","sg",,,,"?",,,,,,,,,,,,,,,,,,"itsari"
"322",,"322",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"itsari"
"323",,"323",,"НОГА (ВЫШЕ СТУПНИ)","LEG","sg",,,,"тӀёгӀё","tʼuˁʡuˁ","R(foot)",,,,,,,,,,,,,,,,"itsari"
"323",,"323",,,,"pl","aux",,,"тӀями","tʼaˁ-mi","R(foot)-PL",,,,,,,,,,,,,,,,"itsari"
"324","323","324",,"НОГА (СТУПНЯ)","FOOT","sg",,,,"тӀёгӀё","tʼuˁʡuˁ","R(foot)",,,,,,,,,,,,,,,,"itsari"
"324","323","324",,,,"pl","aux",,,"тӀями","tʼaˁ-mi","R(foot)-PL",,,,,,,,,,,,,,,,"itsari"
"325",,"325",,"БЕДРО","THIGH","sg",,,,"урттур","urtːur","R(thigh)",,,,,,,,,,,,,,,,"itsari"
"325",,"325",,,,"pl","aux",,,"урттиппи","urtː-ipːi","R(thigh)-PL",,,,,,,,,,,,,,,,"itsari"
"326",,"326",,"ГОЛЕНЬ","SHIN","sg",,,,"кӀултӀа тӀёгӀё","kʼultʼa tʼuˁʡuˁ","R(belly) R(foot)",,,,,,,,,,,,,,,,"itsari"
"326",,"326",,,,"pl","aux",,,"кӀултӀа тӀями","kʼultʼa tʼaˁ-mi","R(belly) R(foot)-PL",,,,,,,,,,,,,,,,"itsari"
"327",,"327",,"КОЛЕНО","KNEE","sg",,,,"кьукьа","qʼuqʼa","R(knee)",,,,,,,,,,,,,,,,"itsari"
"327",,"327",,,,"pl","aux",,,"кьукьуппи","qʼuqʼ-upːi","R(knee)-PL",,,,,,,,,,,,,,,,"itsari"
"328",,"328",,"ПЯТКА","HEEL","sg",,,,"кьалча","qʼalča","R(heel)",,,,,,,,,,,,,,,,"itsari"
"328",,"328",,,,"pl","aux",,,"кьалчиппи","qʼalč-ipːi","R(heel)-PL",,,,,,,,,,,,,,,,"itsari"
"329",,"329",,"СЛЕД (НОГИ)","FOOTPRINT","sg",,,,"къил","qːil","R(footprint)",,,,,,,,,,,,,,,,"itsari"
"329",,"329",,,,"pl","aux",,,"къилби","qːil-bi","R(footprint)-PL",,,,,,,,,,,,,,,,"itsari"
"330",,"330",,"ПАЛЕЦ НОГИ","TOE","sg",,,,"ккамул","kːamul","R(toe)",,,,,,,,,,,,,,,,"itsari"
"330",,"330",,,,"pl","aux",,,"ккилми","kːil-mi","R(toe)-PL",,,,,,,,,,,,,,,,"itsari"
"331","321","331",,"КОПЫТО","HOOF","sg",,,,"мика","mika","R(hoof)",,"ноготь; копыто","fingernail; hoof",,,,,,,,,,,,,"itsari"
"331","321","331",,,,"pl","aux",,,"микиппи","mik-ipːi","R(hoof)",,,,,,,,,,,,,,,,"itsari"
"332",,"332",,"КРЫЛО","WING","sg",,,,"кусала","kusala","R(wing)",,,,,,,,,,,,,,,,"itsari"
"332",,"332",,,,"pl","aux",,,"куслиппи","kusl-ipːi","R(wing)-PL",,,,,,,,,,,,,,,,"itsari"
"333",,"333",,"ПЕРО","FEATHER","sg",,,,"музара","muzara","R(feather)",,,,,,,,,,,,,,,,"itsari"
"333",,"333",,,,"pl","aux",,,"музри","muzr-i","R(feather)-PL",,,,,,,,,,,,,,,,"itsari"
"334",,"334",,"ГРУДЬ","CHEST","sg",,,,"михъер","miqer","R(chest)",,,,,,,,,,,,,,,,"itsari"
"334",,"334",,,,"pl","aux",,,"михъерти","miqer-ti","R(chest)-PL",,,,,,,,,,,,,,,,"itsari"
"335",,"335",,"ГРУДЬ ЖЕНСКАЯ","BREAST","sg",,,,"гьаппа","hapːa","R(breast)",,,,,,,,,,,,,,,,"itsari"
"335",,"335",,,,"pl","aux",,,"гьаппин","hapː-in","R(breast)-PL",,,,,,,,,,,,,,,,"itsari"
"336",,"336",,"СОСОК","NIPPLE","sg",,,,"тӀи","tʼi","R(nipple)",,,,,,,,,,,,,,,,"itsari"
"336",,"336",,,,"pl","aux",,,"тӀими","tʼi-mi","R(nipple)-PL",,,,,,,,,,,,,,,,"itsari"
"337",,"337",,"ВЫМЯ","UDDER","sg",,,,"бура","bura","R(udder)",,,,,,,,,,,,,,,,"itsari"
"337",,"337",,,,"pl","aux",,,"бурми","bur-mi","R(udder)-PL",,,,,,,,,,,,,,,,"itsari"
"338",,"338",,"ПУПОК","NAVEL","sg",,,,"мизи кӀултӀа","mizi kʼultʼa","R(sweet) R(belly)",,,,,,,,,,,,,,,,"itsari"
"338",,"338",,,,"pl","aux",,,"мизи кӀултӀми","mizi kʼultʼ-mi","R(sweet) R(belly)-PL",,,,,,,,,,,,,,,,"itsari"
"339",,"339",,"СЕРДЦЕ","HEART","sg",,,,"уркӀи","urkʼi","R(heart)",,,,,,,,,,,,,,,,"itsari"
"339",,"339",,,,"pl","aux",,,"уркӀми","urkʼ-mi","R(heart)-PL",,,,,,,,,,,,,,,,"itsari"
"339",,"339",,,,"pl","aux",,,"уркӀби","urkʼ-bi","R(heart)-PL",,,,,,,,,,,,,,,,"itsari"
"340",,"340",,"ЛЕГКОЕ","LUNG","sg",,,,"хузара","χuzara","R(lung)",,,,,,,,,,,,,,,,"itsari"
"340",,"340",,,,"pl","aux",,,"хузри","χuzr-i","R(lung)-PL",,,,,,,,,,,,,,,,"itsari"
"341",,"341",,"ПЕЧЕНЬ","LIVER","sg",,,,"дилекӀ","dilekʼ","R(liver)",,,,,,,,,,,,,,,,"itsari"
"341",,"341",,,,"pl","aux",,,"дилекӀми","dilekʼ-mi","R(liver)-PL",,,,,,,,,,,,,,,,"itsari"
"342",,"342",,"ПОЧКА","KIDNEY","sg",,,,"ссаликван","sːalikʷan","R(kidney)",,,,,,,,,,,,,,,,"itsari"
"342",,"342",,,,"pl","aux",,,"ссаликвни","sːalikʷn-i","R(kidney)-PL",,,,,,,,,,,,,,,,"itsari"
"343",,"343",,"СЕЛЕЗЕНКА","SPLEEN","sg",,,,"зилез","zilez","R(spleen)",,,,,,,,,,,,,,,,"itsari"
"343",,"343",,,,"pl","aux",,,"зилезми","zilez-mi","R(spleen)-PL",,,,,,,,,,,,,,,,"itsari"
"344",,"344",,"ЖЕЛУДОК","STOMACH","sg",,,,"кӀултӀа","kʼultʼa","R(belly)",,,,,,,,,,,,,,,,"itsari"
"344",,"344",,,,"pl","aux",,,"кӀултӀми","kʼultʼ-mi","R(belly)-PL",,,,,,,,,,,,,,,,"itsari"
"345","344","345",,"ЖИВОТ","BELLY","sg",,,,"кӀултӀа","kʼultʼa","R(belly)",,,,,,,,,,,,,,,,"itsari"
"345","344","345",,,,"pl","aux",,,"кӀултӀми","kʼultʼ-mi","R(belly)-PL",,,,,,,,,,,,,,,,"itsari"
"346",,"346",,"КИШКИ","INTESTINES, GUTS",,,,,"рутт","rutː","R(guts)",,,,,,,,,,,,,,,,"itsari"
"346",,"346",,,,"pl","aux",,,"ритти","ritː-i","R(guts)-PL",,,,,,,,,,,,,,,,"itsari"
