"lex.id","colex.id","lc.id","concepticon.id","concept.ru","concept.en","subentry","aux","opt","excl","orthographic","phonemic","gloss","ipa","def.ru","def.en","cx1","cx1.ru","cx1.en","cx2","cx2.ru","cx2.en","cx3","cx3.ru","cx3.en","gender","notes","todo","lang"
"531",,"531",,"САПОГ","BOOT","sg",,,,"чакма","čakma","R(boot)",,,,,,,,,,,,,"NSG=NPL",,,"itsari"
"532",,"532",,"ГОЛЕНИЩЕ","BOOT-TOP","sg",,"opt",,"ттулакк","tːulakː","R(boot.top)",,,,,,,,,,,,,,,,"itsari"
"532",,"532",,,,"pl","aux","opt",,"ттулакки","tːulakː-i","R(boot.top)-PL",,,,,,,,,,,,,,,,"itsari"
"533",,"533",,"ШАПКА","HEADDRESS","sg",,,,"хъати","qati","R(headdress)",,,,,,,,,,,,,,,,"itsari"
"533",,"533",,,,"pl","aux",,,"хъатни","qat-ni","R(headdress)-PL",,,,,,,,,,,,,,,,"itsari"
"534",,"534",,"РЕМЕНЬ","BELT","sg",,,,"иржи","irži","R(belt)",,,,,,,,,,,,,,,,"itsari"
"534",,"534",,,,"pl","aux",,,"иржми","irž-mi","R(belt)-PL",,,,,,,,,,,,,,,,"itsari"
"535",,"535",,"РЕМЕШОК","STRAP","sg",,"opt",,,,,,,,,,,,,,,,,,,,"itsari"
"535",,"535",,,,"pl","aux","opt",,,,,,,,,,,,,,,,,,,,"itsari"
"536",,"536",,"РУКАВИЦА","MITTEN","sg",,,,"кватӀи","kʷatʼi","R(mitten)",,,,,,,,,,,,,,,,"itsari"
"536",,"536",,,,"pl","aux",,,"кутӀми","kutʼ-mi","R(mitten)-PL",,,,,,,,,,,,,,,,"itsari"
"537",,"537",,"ПЛАТОК ЖЕНСКИЙ","HEADSCARF","sg",,,,"катӀи","katʼi","R(headscarf)",,,,,,,,,,,,,,,,"itsari"
"537",,"537",,,,"pl","aux",,,"катӀни","katʼ-ni","R(headscarf)-PL",,,,,,,,,,,,,,,,"itsari"
"2008",,"537",,"ПЛАТОК ЖЕНСКИЙ","HEADSCARF","sg",,,"x","дешккан","deškːan","R(headscarf)",,"косынка","small headscarf",,,,,,,,,,,,,"itsari"
"2008",,"537",,,,"pl","aux",,"x","дешккиппни","deškː-ipːni","R(headscarf)-PL",,,,,,,,,,,,,,,,"itsari"
"2009",,"537",,"ПЛАТОК ЖЕНСКИЙ","HEADSCARF","sg",,,"x","ашмаг","ašmag","R(headscarf)",,"косынка","small headscarf",,,,,,,,,,,,,"itsari"
"2009",,"537",,,,"pl","aux",,"x","ашмаги","ašmag-i","R(headscarf)-PL",,,,,,,,,,,,,,,,"itsari"
"538",,"538",,"ЧУХТА","CHUKHTA","sg",,"opt",,"чукӀ","čukʼ","R(chukhta)",,,,,,,,,,,,,,,,"itsari"
"538",,"538",,,,"pl","aux","opt",,"чукӀми","čukʼ-mi","R(chukhta)-PL",,,,,,,,,,,,,,,,"itsari"
"539",,"539",,"КАРМАН","POCKET","sg",,,,"кисала","kisala","R(pocket)",,,,,,,,,,,,,,,,"itsari"
"539",,"539",,,,"pl","aux",,,"кислиппи","kisl-ipːi","R(pocket)-PL",,,,,,,,,,,,,,,,"itsari"
"539",,"539",,,,"loc.ess","aux",,,"кислаб","kisla-b","R(pocket).LOC-N[ESS]",,,,,,,,,,,,,,,,"itsari"
"540",,"540",,"ПУГОВИЦА","BUTTON","sg",,,,"игъян","iʁaˁn","R(button)",,,,,,,,,,,,,,,,"itsari"
"540",,"540",,,,"pl","aux",,,"игъӀни","iʁˁn-i","R(button)-PL",,,,,,,,,,,,,,,,"itsari"
"541",,"541",,"ЗАСТЕЖКА","FASTENER","sg",,,,"къуппа","qːupːa","R(fastener)",,,,,,,,,,,,,,,,"itsari"
"541",,"541",,,,"pl","aux",,,"къуппин","qːupː-in","R(fastener)-PL",,,,,,,,,,,,,,,,"itsari"
"542",,"542",,"КОЛЬЦО","RING","sg",,,,"тӀуппугала","tʼupːugala","R(ring)",,,,,,,,,,,,,,,,"itsari"
"542",,"542",,,,"pl","aux",,,"тӀуппугли","tʼupːugl-i","R(ring)-PL",,,,,,,,,,,,,,,,"itsari"
"543",,"543",,"БРАСЛЕТ","BRACELET","sg",,,,"хъулехьхьа","qulexːa","R(bracelet)",,,,,,,,,,,,,,,,"itsari"
"543",,"543",,,,"pl","aux",,,"хъулехьми","qulex-mi","R(bracelet)-PL",,,,,,,,,,,,,,,,"itsari"
"544",,"544",,"ОЖЕРЕЛЬЕ","NECKLACE","sg",,,,"бачи","bači","R(necklace)",,,,,,,,,,,,,,,,"itsari"
"544",,"544",,,,"pl","aux",,,"бачни","bač-ni","R(necklace)-PL",,,,,,,,,,,,,,,,"itsari"
"545",,"545",,"БУСИНА","BEAD","sg",,,,"духхур","duχːur","R(bead)",,,,,,,,,,,,,,,,"itsari"
"545",,"545",,,,"pl","aux",,,"дихри","diχr-i","R(bead)-PL",,,,,,,,,,,,,,,,"itsari"
"546",,"546",,"СЕРЕЖКА","EARRING","sg",,,,"урцӀала","urcʼala","R(earring)",,,,,,,,,,,,,,,,"itsari"
"546",,"546",,,,"pl","aux",,,"урцӀли","urcʼl-i","R(earring)-PL",,,,,,,,,,,,,,,,"itsari"
"547",,"547",,"ТАТУИРОВКА","TATTOO","sg",,,,"мис","mis","R(tattoo)",,,,,,,,,,,,,,,,"itsari"
"547",,"547",,,,"pl","aux",,,"мисби","mis-bi","R(tattoo)-PL",,,,,,,,,,,,,,,,"itsari"
"548",,"548",,"РАСЧЕСКА, ГРЕБЕНЬ","COMB (N.)","sg",,,,"дирекка","direkːa","R(comb.N)",,,,,,,,,,,,,,,,"itsari"
"548",,"548",,,,"pl","aux",,,"диреккин","direkː-in","R(comb.N)-PL",,,,,,,,,,,,,,,,"itsari"
"549",,"549",,"ПРИЧЕСЫВАТЬ","COMB (V. TR.)","pfv",,,,"бекӀ кабаркьуй","bekʼ ka-b-arqʼ-uj","R(head) PV-CL3-R(LV.do).PFV-INF",,,,,,,,,,,,,,,,"itsari"
"549",,"549",,,,"ipfv","aux",,,"бекӀ кабиркьуй","bekʼ ka-b-irqʼ-uj","R(head) PV-CL3-R(LV.do).IPFV-INF",,,,,,,,,,,,,,,,"itsari"
"550",,"550",,"КОСА ЖЕНСКАЯ","BRAID","sg",,,,"кьваччи","qʼʷačːi","R(braid)",,,,,,,,,,,,,,,,"itsari"
"550",,"550",,,,"pl","aux",,,"кьваччми","qʼʷačː-mi","R(braid)-PL",,,,,,,,,,,,,,,,"itsari"
"551",,"551",,"ЧЁЛКА","FRINGE","sg",,"opt",,"чяч","čaˁč","R(fringe)",,,,,,,,,,,,,,,,"itsari"
"551",,"551",,,,"pl","aux","opt",,"чячми","čaˁč-mi","R(fringe)-PL",,,,,,,,,,,,,,,,"itsari"
"552","274","552",,"КОСЫ (ПАРА)","BRAIDS (PAIR OF)",,,"opt",,"хъими","qi-mi","R(horn)-PL",,"косы, рога","braids, horns",,,,,,,,,,,,,"itsari"
"552","274","552",,,,"sg","aux",,,"хъи","qi","R(horn)",,,,,,,,,,,,,,,,"itsari"
"553",,"553",,"БРИТВА","RAZOR","sg",,,,"мехӀтар","meħtar","R(razor)",,,,,,,,,,,,,,,"<strong>dangerous vs. modern razor</strong>","itsari"
"553",,"553",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"itsari"
"554",,"554",,"БРИТЬ","SHAVE","pfv",,,,"берссуй","b-ersː-uj","CL3-R(shave).PFV-INF",,,,,,,,,,,,,,,,"itsari"
"554",,"554",,,,"ipfv","aux",,,"буссуй","b-usː-uj","CL3-R(shave).IPFV-INF",,,,,,,,,,,,,,,,"itsari"
"554",,"554",,,,"aor","aux",,,"берссиб","b-ersː-ib","CL3-R(shave).PFV-AOR",,,,,,,,,,,,,,,,"itsari"
"556",,"556",,"МЫЛО","SOAP","sg",,,,"ссахӀбан","sːaħban","R(soap)",,,,,,,,,,,,,,,,"itsari"
"556",,"556",,,,"pl","aux",,,"ссахӀбанти","sːaħban-ti","R(soap)-PL",,,,,,,,,,,,,,,,"itsari"
"557",,"557",,"ЗЕРКАЛО","MIRROR","sg",,,,"дяхӀямцӀала","daˁħaˁmcʼala","R(mirror)",,,,,,,,,,,,,,,,"itsari"
"557",,"557",,,,"pl","aux",,,"дяхӀямцӀли","daˁħaˁmcʼl-i","R(mirror)-PL",,,,,,,,,,,,,,,,"itsari"
"558",,"558",,"ДОМ","HOUSE","sg",,,,"хъал","qal","R(house)",,"дом, комната","house, room",,,,,,,,,,,,,"itsari"
"558",,"558",,,,"pl","aux",,,"хъилби","qil-bi","R(house)-PL",,,,,,,,,,,,,,,,"itsari"
"558",,"558",,,,"loc.ess","aux",,,"?",,,,,,,,,,,,,,,,,,"itsari"
"559",,"559",,"РАЗВАЛИНА","RUIN","sg",,,,"гӀётӀбигала","ʡuˁtʼbigala","R(ruins)",,,,,,,,,,,,,,"From <i>ʡuˁt-b-ig- </i>pfv. ‘to be destroyed’",,"itsari"
"559",,"559",,,,"pl","aux",,,"гӀётӀбигли","ʡuˁtʼbigl-i","R(ruins)-PL",,,,,,,,,,,,,,,,"itsari"
"560",,"560",,"ДВОР","YARD","sg",,,,"хъаллехӀла","qalleħla","R(yard)",,,,,,,,,,,,,,,"<strong>pl.? loc. noun?</strong>","itsari"
"560",,"560",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"itsari"
"561",,"561",,"ГОДЕКАН","MEETING AREA","sg",,,,"ччимасала","čːimasa-la","R(meeting.area)-NMLZ",,,,,,,,,,,,,"NSG","Sg. tantum, locative noun",,"itsari"
"561",,"561",,,,"loc.ess","aux",,,"ччимасаб","čːimasa-b","R(meeting.area)-CL3[ESS]",,,,,,,,,,,,,,,,"itsari"
"562","558","562",,"КОМНАТА","ROOM","sg",,,,"хъал","qal","R(room)",,"дом, комната","house, room",,,,,,,,,,,,,"itsari"
"562","558","562",,,,"pl","aux",,,"хъилби","qil-bi","R(room)-PL",,,,,,,,,,,,,,,,"itsari"
"562","558","562",,,,"loc.ess","aux",,,"?",,,,,,,,,,,,,,,,,,"itsari"
"563",,"563",,"ДВЕРЬ","DOOR","sg",,,,"уцца","ucːa","R(door)",,,,,,,,,,,,,,,,"itsari"
"563",,"563",,,,"pl","aux",,,"уцциппи","ucː-ipːi","R(door)-PL",,,,,,,,,,,,,,,,"itsari"
"564",,"564",,"ВОРОТА","GATE","sg",,,,"хъапу","qapu","R(gate)",,,,,,,,,,,,,,,,"itsari"
"564",,"564",,,,"pl","aux",,,"хъапурби","qap-urbi","R(gate)-PL",,,,,,,,,,,,,,,,"itsari"
"565",,"565",,"ДВЕРНОЙ КОСЯК","DOORPOST","sg",,,,"гунабур","gunabur","R(doorpost)",,,,,,,,,,,,,,,,"itsari"
"565",,"565",,,,"pl","aux",,,"гунабурми","gunabur-mi","R(doorpost)-PL",,,,,,,,,,,,,,,,"itsari"
"566",,"566",,"ЗАМОК","LOCK (N.)","sg",,,,"мехӀ","meħ","R(lock)",,"железо; замок","iron; lock",,,,,,,,,,"NPL",,,"itsari"
"566",,"566",,,,"pl","aux",,,"мехӀби","meħ-bi","R(lock)-PL",,,,,,,,,,,,,,,,"itsari"
"567",,"567",,"ЗАСОВ","DOOR-BOLT","sg",,,,"ччеркк","čːerkː","R(door.bolt)",,,,,,,,,,,,,,,,"itsari"
"567",,"567",,,,"pl","aux",,,"ччерккри","čːerkː-ri","R(door.bolt)-PL",,,,,,,,,,,,,,,,"itsari"
"567",,"567",,,,"pl","aux",,,"ччерккни","čːerkː-ni","R(door.bolt)-PL",,,,,,,,,,,,,,,,"itsari"
"568",,"568",,"КЛЮЧ","KEY","sg",,,,"умхьхьу","umxːu","R(key)",,,,,,,,,,,,,,,,"itsari"
"568",,"568",,,,"pl","aux",,,"умхьни","umx-ni","R(key)-PL",,,,,,,,,,,,,,,,"itsari"
"569",,"569",,"ОКНО","WINDOW","sg",,,,"мёлла","muˁlla","R(window)",,"дыра; окно","hole; window",,,,,,,,,,,,,"itsari"
"569",,"569",,,,"pl","aux",,,"мёллипни","muˁll-ipni","R(window)-PL",,,,,,,,,,,,,,,,"itsari"
"570",,"570",,"ПОЛ (ЗЕМЛЯНОЙ)","FLOOR","sg",,,,"чӀябар","čʼaˁbar","R(floor)",,,,,,,,,,,,,,,,"itsari"
"570",,"570",,,,"pl","aux",,,"чӀябарти","čʼaˁbar-ti","R(floor)-PL",,,,,,,,,,,,,,,,"itsari"
"570",,"570",,,,"loc.ess","aux",,,"?",,,,,,,,,,,,,,,,,,"itsari"
"2010",,"570",,"ПОЛ (ЗЕМЛЯНОЙ)","FLOOR","loc.ess",,,"x","миссиб","misːi-b","R(on.floor)-N[ESS]",,"на полу","on the floor",,,,,,,,,,,"Adverb",,"itsari"
"571",,"571",,"ПОТОЛОК","CEILING","sg",,,,"бурхха","burχːa","R(ceiling)",,,,,,,,,,,,,,,,"itsari"
"571",,"571",,,,"pl","aux",,,"бурхни","burχ-ni","R(ceiling)-PL",,,,,,,,,,,,,,,,"itsari"
"571",,"571",,,,"loc.ess","aux",,,"?",,,,,,,,,,,,,,,,,,"itsari"
"572",,"572",,"СТЕНА","WALL","sg",,,,"лац","lac","R(wall)",,,,,,,,,,,,,,,,"itsari"
"572",,"572",,,,"pl","aux",,,"лицри","lic-ri","R(wall)-PL",,,,,,,,,,,,,,,,"itsari"
"573",,"573",,"ФУНДАМЕНТ","FOUNDATION","sg",,,,"йягӀ","jaˁʡ","R(foundation)",,,,,,,,,,,,,,,,"itsari"
"573",,"573",,,,"pl","aux",,,"йягӀми","jaˁʡ-mi","R(foundation)-PL",,,,,,,,,,,,,,,,"itsari"
"574",,"574",,"ОЧАГ","FIREPLACE","sg",,,,"акъи","aqːi","R(fireplace)",,,,,,,,,,,,,,,,"itsari"
"574",,"574",,,,"pl","aux",,,"акъин","aqː-in","R(fireplace)-PL",,,,,,,,,,,,,,,,"itsari"
"575",,"575",,"ПЕЧЬ ГЛИНЯНАЯ ДЛЯ ХЛЕБА","CLAY STOVE FOR BREAD","sg",,,,"кар","kar","R(clay.stove)",,,,,,,,,,,,,,,,"itsari"
"575",,"575",,,,"pl","aux",,,"карми","kar-mi","R(clay.stove)-PL",,,,,,,,,,,,,,,,"itsari"
"576",,"576",,"ДЫМОХОД, ТРУБА","CHIMNEY","sg",,,,"бертар","bertar","R(chimney)",,,,,,,,,,,,,,,,"itsari"
"576",,"576",,,,"pl","aux",,,"бертарти","bertar-ti","R(chimney)-PL",,,,,,,,,,,,,,,,"itsari"
"577",,"577",,"ЛЕСТНИЦА","STAIRS","sg",,,,"миччер","mičːer","R(stairs)",,,,,,,,,,,,,,,,"itsari"
"577",,"577",,,,"pl","aux",,,"миччерти","mičːer-ti","R(stairs)-PL",,"несколько лестниц","several stairways",,,,,,,,,,,,,"itsari"
"577",,"577",,,,"pl","aux",,"x","миччриппи","mičːr-ipːi","R(stairs)-PL",,"ступени (одной лестницы)","steps (of a single stairway)",,,,,,,,,,,,,"itsari"
"578",,"578",,"ПОСТЕЛЬ","BEDCLOTHES","sg",,,,"бурушш","burušː","R(bedclothes)",,,,,,,,,,,,,,,,"itsari"
"578",,"578",,,,"pl","aux",,,"бурушшми","burušː-mi","R(bedclothes)-PL",,,,,,,,,,,,,,,,"itsari"
"2011",,"0","1663",,,"sg",,,"x","тамхъ","tamq","R(bed)",,"кровать","bed",,,,,,,,,,,,,"itsari"
"2011",,"0","1663",,,"pl","aux",,"x","тимхъри","timq-ri","R(bed)-PL",,,,,,,,,,,,,,,,"itsari"
"579",,"579",,"ПОДУШКА","PILLOW","sg",,,,"гӀялихьхьван","ʡaˁlixːʷan","R(pillow)",,,,,,,,,,,,,,,,"itsari"
"579",,"579",,,,"pl","aux",,,"гӀялихьхьвни","ʡaˁlixːʷn-i","R(pillow)-PL",,,,,,,,,,,,,,,,"itsari"
"580",,"580",,"ОДЕЯЛО","BLANKET","sg",,,,"иргъван","irʁʷan","R(blanket)",,,,,,,,,,,,,,,,"itsari"
"580",,"580",,,,"pl","aux",,,"иргъванти","irʁʷan-ti","R(blanket)-PL",,,,,,,,,,,,,,,,"itsari"
"581",,"581",,"КОЛЫБЕЛЬ","CRADLE","sg",,,,"шшинт","šːint","R(cradle)",,,,,,,,,,,,,,,,"itsari"
"581",,"581",,,,"pl","aux",,,"шшинтри","šːint-ri","R(cradle)-PL",,,,,,,,,,,,,,,,"itsari"
"582",,"582",,"ЮЛА","SPINNING TOP","sg",,,,"бакърукъ","baqːruqː","R(spinning.top)",,,,,,,,,,,,,,,,"itsari"
"582",,"582",,,,"pl","aux",,,"бакърукъи","baqːruqː-i","R(spinning.top)-PL",,,,,,,,,,,,,,,,"itsari"
"583",,"583",,"СТУЛ","CHAIR","sg",,,,"курсси","kursːi","R(chair)",,,,,,,,,,,,,,,,"itsari"
"583",,"583",,,,"pl","aux",,,"курсми","kurs-mi","R(chair)-PL",,,,,,,,,,,,,,,,"itsari"
"584",,"584",,"ТАБУРЕТ","STOOL","sg",,,,"?",,,,,,,,,,,,,,,,,,"itsari"
"584",,"584",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"itsari"
"585",,"585",,"СТОЛ","TABLE","sg",,,,"устул","ustul","R(table)",,,,,,,,,,,,,,,,"itsari"
"585",,"585",,,,"pl","aux",,,"устулти","ustul-ti","R(table)-PL",,,,,,,,,,,,,,,,"itsari"
"586",,"586",,"ЛАМПА","LAMP","sg",,,,"чирагъ","čiraʁ","R(lamp)",,,,,,,,,,,,,,,,"itsari"
"586",,"586",,,,"pl","aux",,,"чирагъми","čiraʁ-mi","R(lamp)-PL",,,,,,,,,,,,,,,,"itsari"
"587",,"587",,"СВЕЧА","CANDLE","sg",,,,"шям","šaˁm","R(candle)",,,,,,,,,,,,,,,,"itsari"
"587",,"587",,,,"pl","aux",,,"шямри","šaˁm-ri","R(candle)-PL",,,,,,,,,,,,,,,,"itsari"
"588",,"588",,"ЖЕЛОБ","GUTTER","sg",,,,"шинтӀар","šintʼar","R(gutter)",,,,,,,,,,,,,,,,"itsari"
"588",,"588",,,,"pl","aux",,,"шинтӀриппи","šintʼr-ipːi","R(gutter)",,,,,,,,,,,,,,,,"itsari"
"591",,"591",,"КРЫША","ROOF","sg",,,,"хъалжила","qalži-la","R(roof)-NMLZ",,,,,,,,,,,,,,,"<strong>discuss this semantic field!</strong>","itsari"
"591",,"591",,,,"pl","aux",,,"хъалжиппи","qalž-ipːi","R(roof)-PL",,,,,,,,,,,,,,,,"itsari"
"591",,"591",,,,"loc.ess","aux",,,"хъалжиб","qalži-b","R(roof)-CL3[ESS]",,,,,,,,,,,,,,,,"itsari"
"592",,"592",,"БАЛКА","BEAM","sg",,,,"циххин","ciχːin","R(beam)",,,,,,,,,,,,,,,,"itsari"
"592",,"592",,,,"pl","aux",,,"циххниппи","ciχːn-ipːi","R(beam)-PL",,,,,,,,,,,,,,,,"itsari"
"2012",,"0","1132",,,"sg",,,"x","ххвар","χːʷar","R(log)",,"бревно; вид балки","log; a k. of beam",,,,,,,,,,,,,"itsari"
"2012",,"0","1132",,,"pl","aux",,"x","ххури","χːur-i","R(log)-PL",,,,,,,,,,,,,,,,"itsari"
"593",,"593",,"СТОЛБ ОПОРНЫЙ","WALLPOST","sg",,,,"тӀал","tʼal","R(wallpost)",,,,,,,,,,,,,,,,"itsari"
"593",,"593",,,,"pl","aux",,,"тӀилби","tʼil-bi","R(wallpost)-PL",,,,,,,,,,,,,,,,"itsari"
"594",,"594",,"ДОСКА","BOARD","sg",,,,"кьуркьул","qʼurqʼul","R(board)",,,,,,,,,,,,,,,,"itsari"
"594",,"594",,,,"pl","aux",,,"кьуркьли","qʼurqʼl-i","R(board)-PL",,,,,,,,,,,,,,,,"itsari"
"595",,"595",,"КАТОК ДЛЯ КРЫШИ","ROOF ROLLER","sg",,,,"муккур","mukːur","R(roof.roller)",,,,,,,,,,,,,,,,"itsari"
"595",,"595",,,,"pl","aux",,,"муккурти","mukːur-ti","R(roof.roller)-PL",,,,,,,,,,,,,,,,"itsari"
"597",,"597",,"ЖЕРДЬ (ДЛЯ НАСТИЛА ПОТОЛКА)","POLE (FOR CEILING)","sg",,,,"иръал","irʔal","R(pole)",,,,,,,,,,,,,,,,"itsari"
"597",,"597",,,,"pl","aux",,,"иръли","irʔl-i","R(pole)-PL",,,,,,,,,,,,,,,,"itsari"
"598",,"598",,"ПЛИТА ДЛЯ УКРЕПЛЕНИЯ КРАЕВ КРЫШИ","SLAB FOR ROOF","sg",,,,"гьана","hana","R(slab)",,,,,,,,,,,,,,,,"itsari"
"598",,"598",,,,"pl","aux",,,"гьинппи","hin-pːi","R(slab)-PL",,,,,,,,,,,,,,,,"itsari"
"599",,"599",,"ЗЕМЛЯНОЙ РАСТВОР","MORTAR","sg",,,,"лябз","laˁbz","R(mortar)",,,,,,,,,,,,,,,,"itsari"
"599",,"599",,,,"pl","aux",,,"лебзри","lebz-ri","R(mortar)-PL",,,,,,,,,,,,,,,,"itsari"
"600",,"600",,"ПОЛЕ (С/Х)","FIELD (FOR CULTIVATION)","sg",,,,"хъу","qu","R(field)",,,,,,,,,,,,,,,,"itsari"
"600",,"600",,,,"pl","aux",,,"хъуди","qu-di","R(field)-PL",,,,,,,,,,,,,,,,"itsari"
"600",,"600",,,,"loc.ess","aux",,,"хъуйиб","quji-b","R(field).LOC-CL3[ESS]",,,,,,,,,,,,,,,,"itsari"
"601",,"601",,"ОГОРОД","VEGETABLE GARDEN","sg",,,,"багъ","baʁ","R(garden)",,,,,,,,,,,,,,,,"itsari"
"601",,"601",,,,"pl","aux",,,"бигъри","biʁ-ri","R(garden)-PL",,,,,,,,,,,,,,,,"itsari"
"602",,"602",,"ЗАБОР","FENCE","sg",,,,"ххяр","χːaˁr","R(fence)",,,,,,,,,,,,,,,,"itsari"
"602",,"602",,,,"pl","aux",,,"ххярми","χːaˁr-mi","R(fence)-PL",,,,,,,,,,,,,,,,"itsari"
"603",,"603",,"ПАХАТЬ","PLOW","pfv",,,,"бацуй","b-ac-uj","CL3-R(plow).PFV-INF",,,,,,,,,,,,,,"Ptcp. pfv. <i>bac-un</i>",,"itsari"
"603",,"603",,,,"ipfv","aux",,,"балцуй","b-alc-uj","CL3-R(plow).IPFV-INF",,,,,,,,,,,,,,,,"itsari"
"604",,"604",,"БОРОЗДА","FURROW","sg",,,,"къил","qːil","R(furrow)",,"борозда; линия","furrow; line",,,,,,,,,,,,,"itsari"
"604",,"604",,,,"pl","aux",,,"къилби","qːil-bi","R(furrow)-PL",,,,,,,,,,,,,,,,"itsari"
"605",,"605",,"КОПАТЬ","DIG","pfv",,,,"гьабиркъуй","ha-b-irqː-uj","PV-CL3-R(dig).PFV-INF",,,,,,,,,,,,,,"Ptcp. pfv. <i>ha-b-irqː-ub</i>",,"itsari"
"605",,"605",,,,"ipfv","aux",,,"гьейкъуй","hejqː-uj","PV:R(dig).IPFV-INF",,,,,,,,,,,,,,,,"itsari"
"606",,"606",,"ЛОПАТА","SPADE","sg",,,,"кӀатӀа","kʼatʼa","R(spade)",,,,,,,,,,,,,,,,"itsari"
"606",,"606",,,,"pl","aux",,,"кӀатӀни","kʼatʼ-ni","R(spade)-PL",,,,,,,,,,,,,,,,"itsari"
"607",,"607",,"МОТЫГА","HOE","sg",,,,"ккупи","kːupi","R(hoe)",,,,,,,,,,,,,,,,"itsari"
"607",,"607",,,,"pl","aux",,,"ккупни","kːup-ni","R(hoe)-PL",,,,,,,,,,,,,,,,"itsari"
"608",,"608",,"ВИЛЫ","PITCHFORK","sg",,,,"кьига","qʼiga","R(pitchfork)",,,,,,,,,,,,,,,,"itsari"
"608",,"608",,,,"pl","aux",,,"кьигни","qʼig-ni","R(pitchfork)-PL",,,,,,,,,,,,,,,,"itsari"
"609",,"609",,"ГРАБЛИ","RAKE","sg",,,,"мурклучи","murkluči","R(rake)",,,,,,,,,,,,,,,,"itsari"
"609",,"609",,,,"pl","aux",,,"мурклучни","murkluč-ni","R(rake)-PL",,,,,,,,,,,,,,,,"itsari"
"610",,"610",,"КИРКА","PICK AXE","sg",,,,"кказа","kːaza","R(pick.axe)",,,,,,,,,,,,,,,,"itsari"
"610",,"610",,,,"pl","aux",,,"кказни","kːaz-ni","R(pick.axe)",,,,,,,,,,,,,,,,"itsari"
"611",,"611",,"КЛИН","WEDGE","sg",,,,"ссала","sːala","R(wedge)",,,,,,,,,,,,,,,,"itsari"
"611",,"611",,,,"pl","aux",,,"ссилиппи","sːil-ipːi","R(wedge)-PL",,,,,,,,,,,,,,,,"itsari"
"612",,"612",,"КОЛ","STAKE","sg",,,,"хъяртта","qaˁrtːa","R(stake)",,,,,,,,,,,,,,,,"itsari"
"612",,"612",,,,"pl","aux",,,"хъярттиппи","qaˁrtː-ipːi","R(stake)-PL",,,,,,,,,,,,,,,,"itsari"
"613",,"613",,"СЕЯТЬ","SOW","pfv",,,,"бахьуй","b-ax-uj","CL3-R(sow).PFV-INF",,,,,,,,,,,,,,,,"itsari"
"613",,"613",,,,"ipfv","aux",,,"балхьуй","b-alx-uj","CL3-R(sow).IPFV-INF",,,,,,,,,,,,,,,,"itsari"
"613",,"613",,,,"aor","aux",,,"бахьун","b-ax-un","CL3-R(sow).PFV-AOR",,,,,,,,,,,,,,,,"itsari"
"614",,"614",,"ВЕЯТЬ","WINNOW","pfv",,,,"бирхьуй","b-irx-uj","CL3-R(winnow).PFV-INF",,,,,,,,,,,,,,,,"itsari"
"614",,"614",,,,"ipfv","aux",,,"ирхьуй","irx-uj","R(winnow).IPFV-INF",,,,,,,,,,,,,,,,"itsari"
"614",,"614",,,,"aor","aux",,,"бирхьуб","b-irx-ub","CL3-R(winnow).PFV-AOR",,,,,,,,,,,,,,,,"itsari"
"616",,"616",,"СЕМЕНА (СОБИР.)","SEEDS (MASS)",,,,,"хьве","xʷe","R(seed)",,,,,,,,,,,,,"NPL",,,"itsari"
"615","616","615",,"СЕМЯ","SEED GRANULE","sg",,,,"хьве","xʷe","R(seed)",,,,,,,,,,,,,,"Different agreement pattern from mass ‘seeds’.",,"itsari"
"615","616","615",,,,"pl","aux",,,"хьвеми","xʷe-mi","R(seed)-PL",,,,,,,,,,,,,,,,"itsari"
"617",,"617",,"КОСИТЬ (ТРАВУ)","MOW (V, GRASS)","pfv",,,,"берттуй","b-ertː-uj","CL3-R(mow).PFV-INF",,,,,,,,,,,,,,,,"itsari"
"617",,"617",,,,"ipfv","aux",,,"буттуй","b-utː-uj","CL3-R(mow).IPFV-INF",,,,,,,,,,,,,,,,"itsari"
"617",,"617",,,,"aor","aux",,,"берттиб","b-ertː-ib","CL3-R(mow).PFV-INF",,,,,,,,,,,,,,,,"itsari"
"618",,"618",,"ЖАТЬ (УБИРАТЬ ЗЕРНОВЫЕ)","REAP (V, CROPS)","pfv",,,,"дирхьхьуй","d-irxː-uj","NPL-R(reap).PFV-INF",,,,,,,,,,,,,,,,"itsari"
"618",,"618",,,,"ipfv","aux",,,"ирхьхьуй","irxː-uj","R(reap).IPFV-INF",,,,,,,,,,,,,,,,"itsari"
"618",,"618",,,,"aor","aux",,,"диршшиб","d-iršː-ib","NPL-R(reap).PFV-AOR",,,,,,,,,,,,,,,,"itsari"
"619",,"619",,"СЕРП","SICKLE","sg",,,,"мехьхьв","mexːʷ","R(sickle)",,,,,,,,,,,,,,,,"itsari"
"619",,"619",,,,"pl","aux",,,"мехьхьвби","mexːʷ-bi","R(sickle)-PL",,,,,,,,,,,,,,,,"itsari"
"620",,"620",,"КОСА","SCYTHE","sg",,,,"къёлкъё","qːuˁlqːuˁ","R(scythe)",,,,,,,,,,,,,,,,"itsari"
