"lex.id","colex.id","lc.id","concepticon.id","concept.ru","concept.en","subentry","aux","opt","excl","orthographic","phonemic","gloss","ipa","def.ru","def.en","cx1","cx1.ru","cx1.en","cx2","cx2.ru","cx2.en","cx3","cx3.ru","cx3.en","gender","notes","todo","lang"
"121",,"121",,,,"obl","aux",,,"менни",,,,,,,,,,,,,,,,,,"zilo"
"122",,"122",,"ЭТОТ","THIS",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"123",,"123",,"ТОТ (ОКОЛО СЛУШАЮЩЕГО)","THAT (MEDIAL)",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"124",,"124",,"ТОТ (ВДАЛИ, ПО ГОРИЗОНТАЛИ)","THAT (DISTAL, HORIZONTAL)",,,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"125",,"125",,"МЫ (ЭКСКЛЮЗИВНОЕ)","WE (EXCLUSIVE)","nom",,,,"ищил",,,,,,,,,,,,,,,,,,"zilo"
"125",,"125",,,,"obl","aux",,,"ищиди",,,,,,,,,,,,,,,,,,"zilo"
"126",,"126",,"МЫ (ИНКЛЮЗИВНОЕ)","WE (INCLUSIVE)","nom",,,,"илӀил",,,,,,,,,,,,,,,,,,"zilo"
"126",,"126",,,,"obl","aux",,,"илӀиди",,,,,,,,,,,,,,,,,,"zilo"
"127",,"127",,"ВЫ","YOU (PLURAL)","nom",,,,"биссил",,,,,,,,,,,,,,,,,,"zilo"
"127",,"127",,,,"obl","aux",,,"биссиди",,,,,,,,,,,,,,,,,,"zilo"
"128",,"128",,"СЕБЯ","SELF","nom",,"opt",,"жи=в",,,,,,,,,,,,,,,,,,"zilo"
"128",,"128",,,,"obl","aux","opt",,"энлъий-гу",,,,,,,,,,,,,,,,,,"zilo"
"129",,"129",,"ЗВЕРЬ","WILD ANIMAL","sg",,,,"хӀайван",,,,,,,,,,,,,,,,,,"zilo"
"129",,"129",,,,"pl","aux",,,"хӀайванол",,,,,,,,,,,,,,,,,,"zilo"
"130",,"130",,"ДЕТЕНЫШ","CUB","sg",,,,"боши",,,,,,,,,,,,,,,,,,"zilo"
"130",,"130",,,,"pl","aux",,,"бошул",,,,,,,,,,,,,,,,,,"zilo"
"131","129","131",,"СКОТ (ДОМАШНИЙ)","LIVESTOCK",,,,,"хӀайван",,,,,,,,,,,,,,,,,,"zilo"
"132",,"132",,"ПАСТБИЩЕ (ЛЕТНЕЕ)","PASTURE (SUMMER)","sg",,,,"алахи",,,,,,,,,,,,,,,,,,"zilo"
"132",,"132",,,,"pl","aux",,,"алахол",,,,,,,,,,,,,,,,,,"zilo"
"132",,"132",,,,"loc.ess","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"133",,"133",,"ПАСТУХ (КОРОВ)","HERDSMAN (OF COWS)","sg",,,,"ишоша",,,,,,,,,,,,,,,,,,"zilo"
"133",,"133",,,,"pl","aux",,,"ишошул",,,,,,,,,,,,,,,,,,"zilo"
"134",,"134",,"ЧАБАН","SHEPHERD","sg",,,,"хороша",,,,,,,,,,,,,,,,,,"zilo"
"134",,"134",,,,"pl","aux",,,"хорошул",,,,,,,,,,,,,,,,,,"zilo"
"135",,"135",,"ХЛЕВ","CATTLE SHED","sg",,,,"гъан",,,,,,,,,,,,,,,,,,"zilo"
"135",,"135",,,,"pl","aux",,,"гъанол",,,,,,,,,,,,,,,,,,"zilo"
"135",,"135",,,,"loc.ess","aux",,,"гъанлӀи",,,,,,,,,,,,,,,,,,"zilo"
"2009",,"135","0",,,"loc.ess",,,"x","бекьу",,,,"в хлеву","in the cattle shed",,,,,,,,,,,,"<strong>what is this?</strong>","zilo"
"136",,"136",,"ОВЧАРНЯ","SHEEP SHED","sg",,"opt",,"хоролӀи мун",,,,,,,,,,,,,,,,,,"zilo"
"136",,"136",,,,"pl","aux","opt",,"хоролӀи мунадул",,,,,,,,,,,,,,,,,,"zilo"
"136",,"136",,,,"loc.ess","aux","opt",,"хоролӀи мунъа",,,,,,,,,,,,,,,,,,"zilo"
"138",,"138",,"СЕНОВАЛ","HAYLOFT","abs",,,,"гьу2нчорлӀи чал",,,,,,,,,,,,,,,,,,"zilo"
"138",,"138",,,,"pl","aux",,,"гьу2нчорлӀол чалил",,,,,,,,,,,,,,,,,,"zilo"
"138",,"138",,,,"loc.ess","aux",,,"чалуллӀу гьу2нчоръа",,,,,,,,,,,,,,,,,,"zilo"
"139",,"139",,"ГУМНО","THRESHING-FLOOR","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"139",,"139",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"139",,"139",,,,"loc.ess","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"140",,"140",,"СНОП","SHEAF","sg",,,,"квел",,,,,,,,,,,,,,,,,,"zilo"
"140",,"140",,,,"pl","aux",,,"квелил",,,,,,,,,,,,,,,,,,"zilo"
"141",,"141",,"СТОГ","STACK","sg",,,,"аста",,,,,,,,,,,,,,,,,,"zilo"
"141",,"141",,,,"pl","aux",,,"астибол",,,,,,,,,,,,,,,,,,"zilo"
"142","141","142",,"СТОГ БОЛЬШОЙ","LARGE STACK","sg",,"opt",,"аста",,,,,,,,,,,,,,,,,,"zilo"
"142",,"142",,,,"pl","aux","opt",,"астибол",,,,,,,,,,,,,,,,,,"zilo"
"143",,"143",,"КОРОВА","COW","sg",,,,"зи2в",,,,,,,,,,,,,,,,,,"zilo"
"143",,"143",,,,"pl","aux",,,"зи2нол",,,,,,,,,,,,,,,,,,"zilo"
"144",,"144",,"БЫК","BULL","sg",,,,"бугъа",,,,,,,,,,,,,,,,,,"zilo"
"144",,"144",,,,"pl","aux",,,"бугъибадул",,,,,,,,,,,,,,,,,,"zilo"
"145",,"145",,"ВОЛ","OX","sg",,,,"у2нсо",,,,,,,,,,,,,,,,,,"zilo"
"145",,"145",,,,"pl","aux",,,"у2нсодул",,,,,,,,,,,,,,,,,,"zilo"
"146",,"146",,"ТЕЛКА","HEIFER","sg",,,,"чӀора",,,,,,,,,,,,,,,,,,"zilo"
"146",,"146",,,,"pl","aux",,,"чӀорибол",,,,,,,,,,,,,,,,,,"zilo"
"147",,"147",,"БЫЧОК","BULL-CALF","sg",,,,"къинком",,,,,,,,,,,,,,,,,,"zilo"
"147",,"147",,,,"pl","aux",,,"къинком",,,,,,,,,,,,,,,,,,"zilo"
"148",,"148",,"ТЕЛЁНОК","CALF","sg",,,,"лъедир",,,,,,,,,,,,,,,,,,"zilo"
"148",,"148",,,,"pl","aux",,,"лъедирдул",,,,,,,,,,,,,,,,,,"zilo"
"149",,"149",,"МЕТКА НА УХЕ ОВЦЫ","EARMARK","sg",,,,"анжи",,,,,,,,,,,,,,,,,,"zilo"
"149",,"149",,,,"pl","aux",,,"анжодул",,,,,,,,,,,,,,,,,,"zilo"
"150",,"150",,"ОВЦА (ОБЩЕЕ СЛОВО)","SHEEP (IRRESP. OF GENDER)","sg",,,,"хӀайман",,,,,,,,,,,,,,,,,,"zilo"
"150",,"150",,,,"pl","aux",,,"хӀайманол",,,,,,,,,,,,,,,,,,"zilo"
"151",,"151",,"БАРАН","RAM","sg",,,,"анлъи",,,,,,,,,,,,,,,,,,"zilo"
"151",,"151",,,,"pl","aux",,,"анлъол",,,,,,,,,,,,,,,,,,"zilo"
"2010",,"151",,"БАРАН","RAM","sg",,,"x","кун",,,,"кастрированный баран","castrated ram",,,,,,,,,,,,"<strong>указать в семантике, что выбирается некастрированный</strong>","zilo"
"2010",,"151",,,,"pl","aux",,"x","куннол",,,,,,,,,,,,,,,,,,"zilo"
"152","150","152",,"ОВЦЕМАТКА","EWE","sg",,,,"хӀайман",,,,,,,,,,,,,,,,,,"zilo"
"152",,"152",,,,"pl","aux",,,"хӀайманол",,,,,,,,,,,,,,,,,,"zilo"
"153",,"153",,"ЯГНЁНОК (< 1 ГОДА)","LAMB (< 1 YEAR)","sg",,,,"бура",,,,"ягнёнок меньше 6 месяцев","lamb younger than 6 months",,,,,,,,,,,,"<strong>выбирать для новорождённого</strong>","zilo"
"153",,"153",,,,"pl","aux",,,"бурабурдил",,,,,,,,,,,,,,,,,,"zilo"
"2011",,"153",,"ЯГНЁНОК (< 1 ГОДА)","LAMB (< 1 YEAR)","sg",,,"x","ишкӀол",,,,"годовалый ягнёнок","1-year-old lamb",,,,,,,,,,,,,"zilo"
"2011",,"153",,,,"pl","aux",,"x","ишкӀолол",,,,,,,,,,,,,,,,,,"zilo"
"154",,"154",,"ОВЦА МОЛОДАЯ (1-3 ГОДА)","YOUNG SHEEP (1-3 YEARS)","sg",,,,"гьорчӀин",,,,,,,,,,,,,,,,,,"zilo"
"154",,"154",,,,"pl","aux",,,"гьорчӀимол",,,,,,,,,,,,,,,,,,"zilo"
"155",,"155",,"БАРАШЕК (1-3 ГОДА)","YOUNG RAM (1-3 YEARS)","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"155",,"155",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"156",,"156",,"КАБАН","BOAR","sg",,,,"хунтӀа",,,,,,,,,,,,,,,,,,"zilo"
"156",,"156",,,,"pl","aux",,,"хунтӀил",,,,,,,,,,,,,,,,,,"zilo"
"157",,"157",,"КОЗА","SHE-GOAT","sg",,,,"цӀи2йа",,,,,,,,,,,,,,,,,,"zilo"
"157",,"157",,,,"pl","aux",,,"цӀенил",,,,,,,,,,,,,,,,,,"zilo"
"158",,"158",,"КОЗЁЛ","HE-GOAT","sg",,,,"тӀука",,,,,,,,,,,,,,,,,,"zilo"
"158",,"158",,,,"pl","aux",,,"тӀукил",,,,,,,,,,,,,,,,,,"zilo"
"159",,"159",,"КОЗА МОЛОДАЯ (1-3 ГОДА)","YOUNG SHE-GOAT (1-3 YEARS)","sg",,,,"ишом",,,,,,,,,,,,,,,,,,"zilo"
"159",,"159",,,,"pl","aux",,,"ишомил",,,,,,,,,,,,,,,,,,"zilo"
"160",,"160",,"КОЗЛЁНОК","KID (< 1 YEAR)","sg",,,,"цӀекӀир",,,,,,,,,,,,,,,,,,"zilo"
"160",,"160",,,,"pl","aux",,,"цӀекӀирдул",,,,,,,,,,,,,,,,,,"zilo"
"161",,"161",,"ЛОШАДЬ","HORSE (IRRESP. OF GENDER)","sg",,,,"кӀоту",,,,,,,,,,,,,,,,,,"zilo"
"161",,"161",,,,"pl","aux",,,"кӀотил",,,,,,,,,,,,,,,,,,"zilo"
"162",,"162",,"ЖЕРЕБЕЦ","STALLION","sg",,,,"чор",,,,,,,,,,,,,,,,,,"zilo"
"162",,"162",,,,"pl","aux",,,"чордул",,,,,,,,,,,,,,,,,,"zilo"
"163",,"163",,"КОБЫЛА","MARE","sg",,,,"ича",,,,,,,,,,,,,,,,,,"zilo"
"163",,"163",,,,"pl","aux",,,"ичил",,,,,,,,,,,,,,,,,,"zilo"
"164",,"164",,"ЖЕРЕБЁНОК","FOAL","sg",,,,"тай",,,,,,,,,,,,,,,,,,"zilo"
"164",,"164",,,,"pl","aux",,,"тайол",,,,,,,,,,,,,,,,,,"zilo"
"165",,"165",,"ОСЕЛ","DONKEY","sg",,,,"гьаморхи",,,,,,,,,,,,,,,,,,"zilo"
"165",,"165",,,,"pl","aux",,,"гьаморхол",,,,,,,,,,,,,,,,,,"zilo"
"166",,"166",,"ОСЛЁНОК","FOAL OF DONKEY","sg",,,,"токӀищи",,,,,,,,,,,,,,,,,,"zilo"
"166",,"166",,,,"pl","aux",,,"токӀищол",,,,,,,,,,,,,,,,,,"zilo"
"167",,"167",,"МУЛ","MULE","sg",,,,"гӀурцӀин",,,,,,,,,,,,,,,,,,"zilo"
"167",,"167",,,,"pl","aux",,,"гӀурцӀимол",,,,,,,,,,,,,,,,,,"zilo"
"168",,"168",,"ПЕТУХ","ROOSTER","sg",,,,"гьелеко",,,,,,,,,,,,,,,,,,"zilo"
"168",,"168",,,,"pl","aux",,,"гьелекол",,,,,,,,,,,,,,,,,,"zilo"
"169",,"169",,"КУРИЦА","HEN","sg",,,,"у2ъе2цу",,,,,,,,,,,,,,,,,,"zilo"
"169",,"169",,,,"pl","aux",,,"у2ъе2цобил",,,,,,,,,,,,,,,,,,"zilo"
"170",,"170",,"ЦЫПЛЁНОК","CHICK","sg",,,,"у2ъе2цулӀи боши",,,,,,,,,,,,,,,,,,"zilo"
"170",,"170",,,,"pl","aux",,,"у2ъе2цулӀол бошул",,,,,,,,,,,,,,,,,,"zilo"
"171",,"171",,"ГУСЬ","GOOSE","sg",,,,"хъази",,,,,,,,,,,,,,,,,,"zilo"
"171",,"171",,,,"pl","aux",,,"хъазол",,,,,,,,,,,,,,,,,,"zilo"
"172",,"172",,"УТКА","DUCK","sg",,,,"бадуши",,,,,,,,,,,,,,,,,,"zilo"
"172",,"172",,,,"pl","aux",,,"бадушол",,,,,,,,,,,,,,,,,,"zilo"
"173",,"173",,"ГНЕЗДО","NEST","sg",,,,"бешен",,,,,,,,,,,,,,,,,,"zilo"
"173",,"173",,,,"pl","aux",,,"бешемил",,,,,,,,,,,,,,,,,,"zilo"
"174",,"174",,"ПТИЦА","BIRD","sg",,,,"щекиб",,,,,,,,,,,,,,,,,,"zilo"
"174",,"174",,,,"pl","aux",,,"щекибол",,,,,,,,,,,,,,,,,,"zilo"
"175",,"175",,"ЦАПЛЯ","HERON","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"175",,"175",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"176",,"176",,"ОРЕЛ","EAGLE","sg",,,,"цӀум",,,,,,,,,,,,,,,,,,"zilo"
"176",,"176",,,,"pl","aux",,,"цӀуммил",,,,,,,,,,,,,,,,,,"zilo"
"179",,"179",,"ЛЕТУЧАЯ МЫШЬ","BAT","sg",,,,"лъалботӀи",,,,,,,,,,,,,,,,,,"zilo"
"179",,"179",,,,"pl","aux",,,"лъалботӀол",,,,,,,,,,,,,,,,,,"zilo"
"180",,"180",,"ВОРОНА","CROW","sg",,,,"гъанни",,,,,,,,,,,,,,,,,,"zilo"
"180",,"180",,,,"pl","aux",,,"гъаннол",,,,,,,,,,,,,,,,,,"zilo"
"181",,"181",,"СОРОКА","MAGPIE","sg",,,,"чӀаргъитӀи",,,,,,,,,,,,,,,,,,"zilo"
"181",,"181",,,,"pl","aux",,,"чӀаргъитӀол",,,,,,,,,,,,,,,,,,"zilo"
"183",,"183",,"ГОЛУБЬ","DOVE","sg",,,,"гъугъу",,,,,,,,,,,,,,,,,,"zilo"
"183",,"183",,,,"pl","aux",,,"гъугъол",,,,,,,,,,,,,,,,,,"zilo"
"184",,"184",,"ВОРОБЕЙ","SPARROW","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"184",,"184",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"185",,"185",,"СОВА","OWL","sg",,,,"кӀкӀов",,,,,,,,,,,,,,,,,,"zilo"
"185",,"185",,,,"pl","aux",,,"кӀкӀовул",,,,,,,,,,,,,,,,,,"zilo"
"187",,"187",,"КУКУШКА","CUCKOO","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"187",,"187",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"188",,"188",,"УЛАР","SNOWCOCK","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"188",,"188",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"189",,"189",,"КУРОПАТКА","PARTRIDGE","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"189",,"189",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"190",,"190",,"ЛАСТОЧКА","SWALLOW","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"190",,"190",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"191",,"191",,"СОБАКА","DOG","sg",,,,"хвей",,,,,,,,,,,,,,,,,,"zilo"
"191",,"191",,,,"pl","aux",,,"хведул",,,,,,,,,,,,,,,,,,"zilo"
"192",,"192",,"СУКА","FEMALE DOG","sg",,,,"гежи",,,,,,,,,,,,,,,,,,"zilo"
"192",,"192",,,,"pl","aux",,,"гежобил",,,,,,,,,,,,,,,,,,"zilo"
"193",,"193",,"ЩЕНОК","PUPPY OF DOG","sg",,,,"кӀунцӀи",,,,,,,,,,,,,,,,,,"zilo"
"193",,"193",,,,"pl","aux",,,"кӀунцӀол",,,,,,,,,,,,,,,,,,"zilo"
"194",,"194",,"ЗАЯЦ","HARE","sg",,,,"кьанкӀала",,,,,,,,,,,,,,,,,,"zilo"
"194",,"194",,,,"pl","aux",,,"кьанкӀалдул",,,,,,,,,,,,,,,,,,"zilo"
"195",,"195",,"КОШКА","CAT","sg",,,,"геду",,,,,,,,,,,,,,,,,,"zilo"
"195",,"195",,,,"pl","aux",,,"гедобил",,,,,,,,,,,,,,,,,,"zilo"
"196",,"196",,"МЫШЬ","MOUSE","sg",,,,"гьинкӀкӀу",,,,,,,,,,,,,,,,,,"zilo"
"196",,"196",,,,"pl","aux",,,"гьинкӀкӀол",,,,,,,,,,,,,,,,,,"zilo"
"199",,"199",,"КУНИЦА","MARTEN","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"199",,"199",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"200",,"200",,"БЕЛКА","SQUIRREL","sg",,,,"соригьинкӀкӀу",,,,,,,,,,,,,,,,,,"zilo"
"200",,"200",,,,"pl","aux",,,"соригьинкӀкӀол",,,,,,,,,,,,,,,,,,"zilo"
"201",,"201",,"ЁЖ","HEDGEHOG","sg",,,,"ужрукъи",,,,,,,,,,,,,,,,,,"zilo"
"201",,"201",,,,"pl","aux",,,"ужрукъол",,,,,,,,,,,,,,,,,,"zilo"
"202",,"202",,"РЫБА","FISH","sg",,,,"хвами",,,,,,,,,,,,,,,,,,"zilo"
"202",,"202",,,,"pl","aux",,,"хвамил",,,,,,,,,,,,,,,,,,"zilo"
"203",,"203",,"ВОЛК","WOLF","sg",,,,"боцӀо",,,,,,,,,,,,,,,,,,"zilo"
"203",,"203",,,,"pl","aux",,,"боцӀол",,,,,,,,,,,,,,,,,,"zilo"
"204",,"204",,"МЕДВЕДЬ","BEAR","sg",,,,"се2йи",,,,,,,,,,,,,,,,,,"zilo"
"204",,"204",,,,"pl","aux",,,"се2йол",,,,,,,,,,,,,,,,,,"zilo"
"205",,"205",,"ЛИСА","FOX","sg",,,,"сори",,,,,,,,,,,,,,,,,,"zilo"
"205",,"205",,,,"pl","aux",,,"сордул",,,,,,,,,,,,,,,,,,"zilo"
"206",,"206",,"ОЛЕНЬ","DEER","sg",,,,"ритӀучӀи",,,,,,,,,,,,,,,,,,"zilo"
"206",,"206",,,,"pl","aux",,,"ритӀучӀол",,,,,,,,,,,,,,,,,,"zilo"
"207",,"207",,"ГОРНЫЙ КОЗЁЛ","CAPRA CAUCASICA","sg",,,,"алхулӀи цӀи2я",,,,,,,,,,,,,,,,,,"zilo"
"207",,"207",,,,"pl","aux",,,"алхулӀол цӀенил",,,,,,,,,,,,,,,,,,"zilo"
"208",,"208",,"КОСУЛЯ","ROE","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"208",,"208",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"209",,"209",,"ВЕРБЛЮД","CAMEL","sg",,,,"гъварани",,,,,,,,,,,,,,,,,,"zilo"
"209",,"209",,,,"pl","aux",,,"гъваранобил",,,,,,,,,,,,,,,,,,"zilo"
"210",,"210",,"ВОШЬ","LOUSE","sg",,,,"ноцӀцӀи",,,,,,,,,,,,,,,,,,"zilo"
"210",,"210",,,,"pl","aux",,,"ноцӀцӀол",,,,,,,,,,,,,,,,,,"zilo"
"211",,"211",,"ГНИДА","NIT","pl",,,,"тӀаннол",,,,,,,,,,,,,,,,"Pl. tantum","<strong>really?</strong>","zilo"
"212",,"212",,"БЛОХА","FLEA","sg",,,,"чӀонни",,,,,,,,,,,,,,,,,,"zilo"
"212",,"212",,,,"pl","aux",,,"чӀоннол",,,,,,,,,,,,,,,,,,"zilo"
"213",,"213",,"ПИЯВКА","LEECH","sg",,,,"куронжи",,,,,,,,,,,,,,,,,,"zilo"
"213",,"213",,,,"pl","aux",,,"куронжол",,,,,,,,,,,,,,,,,,"zilo"
"214",,"214",,"МУРАВЕЙ","ANT","sg",,,,"лъанцӀи",,,,,,,,,,,,,,,,,,"zilo"
"214",,"214",,,,"pl","aux",,,"лъанцӀол",,,,,,,,,,,,,,,,,,"zilo"
"215",,"215",,"СЛЕПЕНЬ","GADFLY","sg",,,,"ничӀа",,,,,,,,,,,,,,,,,,"zilo"
"215",,"215",,,,"pl","aux",,,"ничӀол",,,,,,,,,,,,,,,,,,"zilo"
"216",,"216",,"МОЛЬ","MOTH","sg",,,,"реси",,,,,,,,,,,,,,,,,,"zilo"
"216",,"216",,,,"pl","aux",,,"ресил",,,,,,,,,,,,,,,,,,"zilo"
"217",,"217",,"КЛЕЩ","MITE","sg",,,,"арпа",,,,,,,,,,,,,,,,,,"zilo"
"217",,"217",,,,"pl","aux",,,"арпол",,,,,,,,,,,,,,,,,,"zilo"
"218",,"218",,"КЛОП","BEDBUG","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"218",,"218",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"219",,"219",,"ПАУК","SPIDER","sg",,,,"мисихвара",,,,,,,,,,,,,,,,,,"zilo"
"219",,"219",,,,"pl","aux",,,"мисихвардул",,,,,,,,,,,,,,,,,,"zilo"
"220",,"220",,"ПАУТИНА","SPIDER WEB","sg",,,,"гелчи",,,,,,,,,,,,,,,,,,"zilo"
"220",,"220",,,,"pl","aux",,,"гелчил",,,,,,,,,,,,,,,,,,"zilo"
"221",,"221",,"ПЧЕЛА","BEE","sg",,,,"пера",,,,,,,,,,,,,,,,,,"zilo"
"221",,"221",,,,"pl","aux",,,"пердул",,,,,,,,,,,,,,,,,,"zilo"
"222",,"222",,"ВОСК","BEESWAX","sg",,,,"щир",,,,,,,,,,,,,,,,,,"zilo"
"222",,"222",,,,"pl","aux",,,"щирдул",,,,,,,,,,,,,,,,,,"zilo"
"223",,"223",,"УЛЕЙ","BEEHIVE","sg",,,,"кону",,,,,,,,,,,,,,,,,,"zilo"
"223",,"223",,,,"pl","aux",,,"конобил",,,,,,,,,,,,,,,,,,"zilo"
"223",,"223",,,,"pl","aux",,,"конодул",,,,,,,,,,,,,,,,,,"zilo"
"224",,"224",,"ОСА","WASP","sg",,,,"гьанкьакъур",,,,,,,,,,,,,,,,,,"zilo"
"224",,"224",,,,"pl","aux",,,"гьанкьакъурдул",,,,,,,,,,,,,,,,,,"zilo"
"225",,"225",,"МУХА","FLY","sg",,,,"тӀентӀа",,,,,,,,,,,,,,,,,,"zilo"
"225",,"225",,,,"pl","aux",,,"тӀентӀол",,,,,,,,,,,,,,,,,,"zilo"
"226",,"226",,"КОМАР","MOSQUITO","sg",,,,"кӀкӀара",,,,,,,,,,,,,,,,,,"zilo"
"226",,"226",,,,"pl","aux",,,"кӀкӀардул",,,,,,,,,,,,,,,,,,"zilo"
"227",,"227",,"ЧЕРВЬ ЗЕМЛЯНОЙ","EARTHWORM","sg",,,,"жолка",,,,,,,,,,,,,,,,,,"zilo"
"227",,"227",,,,"pl","aux",,,"жолкол",,,,,,,,,,,,,,,,,,"zilo"
"228",,"228",,"ЗМЕЯ","SNAKE","sg",,,,"берка",,,,,,,,,,,,,,,,,,"zilo"
"228",,"228",,,,"pl","aux",,,"беркол",,,,,,,,,,,,,,,,,,"zilo"
"229",,"229",,"СВЕТЛЯЧОК","FIREFLY","sg",,,,"?",,,,,,,,,,,,,,,,,,"zilo"
"229",,"229",,,,"pl","aux",,,"?",,,,,,,,,,,,,,,,,,"zilo"
"230",,"230",,"БАБОЧКА","BUTTERFLY","sg",,,,"одурукъа",,,,,,,,,,,,,,,,,,"zilo"
"230",,"230",,,,"pl","aux",,,"одурукъол",,,,,,,,,,,,,,,,,,"zilo"
"231",,"231",,"КУЗНЕЧИК","GRASSHOPPER","sg",,,,"гъацӀа",,,,,,,,,,,,,,,,,,"zilo"
"231",,"231",,,,"pl","aux",,,"гъацӀол",,,,,,,,,,,,,,,,,,"zilo"
"232",,"232",,"УЛИТКА","SNAIL","sg",,,,"щонкӀур",,,,,,,,,,,,,,,,,,"zilo"
"232",,"232",,,,"pl","aux",,,"щонкӀурдул",,,,,,,,,,,,,,,,,,"zilo"
"233",,"233",,"ЛЯГУШКА","FROG","sg",,,,"къурру",,,,,,,,,,,,,,,,,,"zilo"
"233",,"233",,,,"pl","aux",,,"къуррол",,,,,,,,,,,,,,,,,,"zilo"
"234",,"234",,"ЯЩЕРИЦА","LIZARD","sg",,,,"кьерчин",,,,,,,,,,,,,,,,,,"zilo"
"234",,"234",,,,"pl","aux",,,"кьерчимол",,,,,,,,,,,,,,,,,,"zilo"
"235",,"235",,"МЫЧАТЬ","MOO","ipfv",,,,"гьуммеди",,,,,,,,,,,,,,,,,,"zilo"
"236",,"236",,"БЛЕЯТЬ (ОВЦА)","BLEAT (SHEEP)","ipfv",,,,"гъаргъади",,,,,,,,,,,,,,,,,,"zilo"
"237",,"237",,"БЛЕЯТЬ (КОЗА)","BLEAT (GOAT)","ipfv",,,,"беъеди",,,,,,,,,,,,,,,,,,"zilo"
"238",,"238",,"РЖАТЬ","NEIGH","ipfv",,,,"хӀихӀиди",,,,,,,,,,,,,,,,,,"zilo"
"239",,"239",,"КРИЧАТЬ (ОСЁЛ)","HEE-HAW","ipfv",,,,"хӀоъиди",,,,,,,,,,,,,,,,,,"zilo"
"240",,"240",,"МЯУКАТЬ","MEAOW","ipfv",,,,"мяуди",,,,,,,,,,,,,,,,,,"zilo"
"241",,"241",,"ЛАЯТЬ","BARK (V.)","ipfv",,,,"б=ахо",,,,,,,,,,,,,,,,,,"zilo"
"242",,"242",,"РЫЧАТЬ","ROAR","ipfv",,,,"гъулгъуди",,,,,,,,,,,,,,,,,,"zilo"
"243",,"243",,"ВЫТЬ","HOWL","ipfv",,,,"гьомди",,,,,,,,,,,,,,,,,,"zilo"
"244",,"244",,"КУКАРЕКАТЬ","CROW","ipfv",,,,"уъуди",,,,,,,,,,,,,,,,,,"zilo"
"245",,"245",,"ЖУЖЖАТЬ","BUZZ","ipfv",,,,"хъуйди",,,,,,,,,,,,,,,,,,"zilo"
"246",,"246",,"ШИПЕТЬ","HISS","ipfv",,,,"хьавди",,,,,,,,,,,,,,,,,,"zilo"
"247",,"247",,"ТЕЛО","BODY","sg",,,,"лага",,,,,,,,,,,,,,,,,,"zilo"
"247",,"247",,,,"pl","aux",,,"лагибол",,,,,,,,,,,,,,,,,,"zilo"
"248",,"248",,"БОК","SIDE","sg",,,,"исиб",,,,,,,,,,,,,,,,,,"zilo"
"248",,"248",,,,"pl","aux",,,"исибол",,,,,,,,,,,,,,,,,,"zilo"
"249",,"249",,"КОЖА","SKIN",,,,,"хъал",,,,,,,,,,,,,,,,,,"zilo"
"250",,"250",,"ШКУРА МЕЛКОКОПЫТНОГО","HIDE OF GOATS AND SHEEP","sg",,,,"хуча",,,,,,,,,,,,,,,,,,"zilo"
"250",,"250",,,,"pl","aux",,,"хучол",,,,,,,,,,,,,,,,,,"zilo"
"251",,"251",,"ШКУРА КРУПНОКОПЫТНОГО","HIDE OF COWS","sg",,,,"цӀуку",,,,,,,,,,,,,,,,,,"zilo"
"251",,"251",,,,"pl","aux",,,"цӀуколдул",,,,,,,,,,,,,,,,,,"zilo"
"252",,"252",,"ШЕРСТЬ ОВЕЧЬЯ","WOOL OF SHEEP",,,,,"михи",,,,,,,,,,,,,,,,,,"zilo"
